Raw file	m/z	Peaks / Da	Single peaks / Da	Isotope patterns / Da	Single isotope patterns / Da	SILAC pairs / Da	Identified SILAC pairs / Da	SILAC identification rate [%]
hs0108	100	0	0	0	0	0	0	NaN
hs0108	101	0	0	0	0	0	0	NaN
hs0108	102	0	0	0	0	0	0	NaN
hs0108	103	0	0	0	0	0	0	NaN
hs0108	104	0	0	0	0	0	0	NaN
hs0108	105	0	0	0	0	0	0	NaN
hs0108	106	0	0	0	0	0	0	NaN
hs0108	107	0	0	0	0	0	0	NaN
hs0108	108	0	0	0	0	0	0	NaN
hs0108	109	0	0	0	0	0	0	NaN
hs0108	110	0	0	0	0	0	0	NaN
hs0108	111	0	0	0	0	0	0	NaN
hs0108	112	0	0	0	0	0	0	NaN
hs0108	113	0	0	0	0	0	0	NaN
hs0108	114	0	0	0	0	0	0	NaN
hs0108	115	0	0	0	0	0	0	NaN
hs0108	116	0	0	0	0	0	0	NaN
hs0108	117	0	0	0	0	0	0	NaN
hs0108	118	0	0	0	0	0	0	NaN
hs0108	119	0	0	0	0	0	0	NaN
hs0108	120	0	0	0	0	0	0	NaN
hs0108	121	0	0	0	0	0	0	NaN
hs0108	122	0	0	0	0	0	0	NaN
hs0108	123	0	0	0	0	0	0	NaN
hs0108	124	0	0	0	0	0	0	NaN
hs0108	125	0	0	0	0	0	0	NaN
hs0108	126	0	0	0	0	0	0	NaN
hs0108	127	0	0	0	0	0	0	NaN
hs0108	128	0	0	0	0	0	0	NaN
hs0108	129	0	0	0	0	0	0	NaN
hs0108	130	0	0	0	0	0	0	NaN
hs0108	131	0	0	0	0	0	0	NaN
hs0108	132	0	0	0	0	0	0	NaN
hs0108	133	0	0	0	0	0	0	NaN
hs0108	134	0	0	0	0	0	0	NaN
hs0108	135	0	0	0	0	0	0	NaN
hs0108	136	0	0	0	0	0	0	NaN
hs0108	137	0	0	0	0	0	0	NaN
hs0108	138	0	0	0	0	0	0	NaN
hs0108	139	0	0	0	0	0	0	NaN
hs0108	140	0	0	0	0	0	0	NaN
hs0108	141	0	0	0	0	0	0	NaN
hs0108	142	0	0	0	0	0	0	NaN
hs0108	143	0	0	0	0	0	0	NaN
hs0108	144	0	0	0	0	0	0	NaN
hs0108	145	0	0	0	0	0	0	NaN
hs0108	146	0	0	0	0	0	0	NaN
hs0108	147	0	0	0	0	0	0	NaN
hs0108	148	0	0	0	0	0	0	NaN
hs0108	149	0	0	0	0	0	0	NaN
hs0108	150	0	0	0	0	0	0	NaN
hs0108	151	0	0	0	0	0	0	NaN
hs0108	152	0	0	0	0	0	0	NaN
hs0108	153	0	0	0	0	0	0	NaN
hs0108	154	0	0	0	0	0	0	NaN
hs0108	155	0	0	0	0	0	0	NaN
hs0108	156	0	0	0	0	0	0	NaN
hs0108	157	0	0	0	0	0	0	NaN
hs0108	158	0	0	0	0	0	0	NaN
hs0108	159	0	0	0	0	0	0	NaN
hs0108	160	0	0	0	0	0	0	NaN
hs0108	161	0	0	0	0	0	0	NaN
hs0108	162	0	0	0	0	0	0	NaN
hs0108	163	0	0	0	0	0	0	NaN
hs0108	164	0	0	0	0	0	0	NaN
hs0108	165	0	0	0	0	0	0	NaN
hs0108	166	0	0	0	0	0	0	NaN
hs0108	167	0	0	0	0	0	0	NaN
hs0108	168	0	0	0	0	0	0	NaN
