Raw file	m/z	Peaks / Da	Single peaks / Da	Isotope patterns / Da	Single isotope patterns / Da	SILAC pairs / Da	Identified SILAC pairs / Da	SILAC identification rate [%]
hs0105	100	0	0	0	0	0	0	NaN
hs0105	101	0	0	0	0	0	0	NaN
hs0105	102	0	0	0	0	0	0	NaN
hs0105	103	0	0	0	0	0	0	NaN
hs0105	104	0	0	0	0	0	0	NaN
hs0105	105	0	0	0	0	0	0	NaN
hs0105	106	0	0	0	0	0	0	NaN
hs0105	107	0	0	0	0	0	0	NaN
hs0105	108	0	0	0	0	0	0	NaN
hs0105	109	0	0	0	0	0	0	NaN
hs0105	110	0	0	0	0	0	0	NaN
hs0105	111	0	0	0	0	0	0	NaN
hs0105	112	0	0	0	0	0	0	NaN
hs0105	113	0	0	0	0	0	0	NaN
hs0105	114	0	0	0	0	0	0	NaN
hs0105	115	0	0	0	0	0	0	NaN
hs0105	116	0	0	0	0	0	0	NaN
hs0105	117	0	0	0	0	0	0	NaN
hs0105	118	0	0	0	0	0	0	NaN
hs0105	119	0	0	0	0	0	0	NaN
hs0105	120	0	0	0	0	0	0	NaN
hs0105	121	0	0	0	0	0	0	NaN
hs0105	122	0	0	0	0	0	0	NaN
hs0105	123	0	0	0	0	0	0	NaN
hs0105	124	0	0	0	0	0	0	NaN
hs0105	125	0	0	0	0	0	0	NaN
hs0105	126	0	0	0	0	0	0	NaN
hs0105	127	0	0	0	0	0	0	NaN
hs0105	128	0	0	0	0	0	0	NaN
hs0105	129	0	0	0	0	0	0	NaN
hs0105	130	0	0	0	0	0	0	NaN
hs0105	131	0	0	0	0	0	0	NaN
hs0105	132	0	0	0	0	0	0	NaN
hs0105	133	0	0	0	0	0	0	NaN
hs0105	134	0	0	0	0	0	0	NaN
hs0105	135	0	0	0	0	0	0	NaN
hs0105	136	0	0	0	0	0	0	NaN
hs0105	137	0	0	0	0	0	0	NaN
hs0105	138	0	0	0	0	0	0	NaN
hs0105	139	0	0	0	0	0	0	NaN
hs0105	140	0	0	0	0	0	0	NaN
hs0105	141	0	0	0	0	0	0	NaN
hs0105	142	0	0	0	0	0	0	NaN
hs0105	143	0	0	0	0	0	0	NaN
hs0105	144	0	0	0	0	0	0	NaN
hs0105	145	0	0	0	0	0	0	NaN
hs0105	146	0	0	0	0	0	0	NaN
hs0105	147	0	0	0	0	0	0	NaN
hs0105	148	0	0	0	0	0	0	NaN
hs0105	149	0	0	0	0	0	0	NaN
hs0105	150	0	0	0	0	0	0	NaN
hs0105	151	0	0	0	0	0	0	NaN
hs0105	152	0	0	0	0	0	0	NaN
hs0105	153	0	0	0	0	0	0	NaN
hs0105	154	0	0	0	0	0	0	NaN
hs0105	155	0	0	0	0	0	0	NaN
hs0105	156	0	0	0	0	0	0	NaN
hs0105	157	0	0	0	0	0	0	NaN
hs0105	158	0	0	0	0	0	0	NaN
hs0105	159	0	0	0	0	0	0	NaN
hs0105	160	0	0	0	0	0	0	NaN
hs0105	161	0	0	0	0	0	0	NaN
hs0105	162	0	0	0	0	0	0	NaN
hs0105	163	0	0	0	0	0	0	NaN
hs0105	164	0	0	0	0	0	0	NaN
hs0105	165	0	0	0	0	0	0	NaN
hs0105	166	0	0	0	0	0	0	NaN
hs0105	167	0	0	0	0	0	0	NaN
hs0105	168	0	0	0	0	0	0	NaN
hs0105	169	0	0	0	0	0	0	NaN
hs0105	170	0	0	0	0	0	0	NaN
hs0105	171	0	0	0	0	0	0	NaN
hs0105	172	0	0	0	0	0	0	NaN
hs0105	173	0	0	0	0	0	0	NaN
hs0105	174	0	0	0	0	0	0	NaN
hs0105	175	0	0	0	0	0	0	NaN
hs0105	176	0	0	0	0	0	0	NaN
hs0105	177	0	0	0	0	0	0	NaN
hs0105	178	0	0	0	0	0	0	NaN
hs0105	179	0	0	0	0	0	0	NaN
hs0105	180	0	0	0	0	0	0	NaN
hs0105	181	0	0	0	0	0	0	NaN
hs0105	182	0	0	0	0	0	0	NaN
hs0105	183	0	0	0	0	0	0	NaN
hs0105	184	0	0	0	0	0	0	NaN
hs0105	185	0	0	0	0	0	0	NaN
hs0105	186	0	0	0	0	0	0	NaN
hs0105	187	0	0	0	0	0	0	NaN
hs0105	188	0	0	0	0	0	0	NaN
hs0105	189	0	0	0	0	0	0	NaN
hs0105	190	0	0	0	0	0	0	NaN
hs0105	191	0	0	0	0	0	0	NaN
hs0105	192	0	0	0	0	0	0	NaN
hs0105	193	0	0	0	0	0	0	NaN
hs0105	194	0	0	0	0	0	0	NaN
hs0105	195	0	0	0	0	0	0	NaN
hs0105	196	0	0	0	0	0	0	NaN
hs0105	197	0	0	0	0	0	0	NaN
hs0105	198	0	0	0	0	0	0	NaN
hs0105	199	0	0	0	0	0	0	NaN
hs0105	200	0	0	0	0	0	0	NaN
