Raw file	Scan number	Scan index	Retention time	Cycle time	Ion injection time	Base peak intensity	Total ion current	MS/MS count	Mass calibration	Peak length	Isotope pattern length	Multiplet length	Peaks / s	Single peaks / s	Isotope patterns / s	Single isotope patterns / s	Multiplets / s	Identified multiplets / s	Multiplet identification rate [%]	Intens Comp Factor	CTCD Comp	RawOvFtT	AGC Fill
hs0113	1	0	20.004	0.38624	100	589.16	7964.5	0	-2.3489	1.699	13.49	13.49	17.07	15.79	0.6298	0	0.6298	0.01587	2.52	0.5509	9.154	5469.4	0.180000007152557
hs0113	2	1	20.011	0.26733	100	18986000	35627000	0	-2.3489	1.709	13.51	13.51	17.2	15.91	0.632	0	0.632	0.01587	2.511	1.4544	9.154	2499322	0.180000007152557
hs0113	3	2	20.015	0.26745	100	18728000	35035000	0	-2.3489	1.716	13.52	13.52	17.28	16	0.6336	0	0.6336	0.01587	2.505	1.4475	9.154	2467618.8	0.00999999977648258
hs0113	4	3	20.02	0.26745	4.6	58562000	92264000	0	-2.3489	1.723	13.53	13.53	17.37	16.08	0.6351	0	0.6351	0.01587	2.499	0.8104	9.154	526000.6	1
hs0113	5	4	20.024	0.26745	4.6	55887000	86279000	0	-2.3489	1.731	13.54	13.54	17.46	16.17	0.6366	0	0.6366	0.01587	2.493	0.7995	9.154	498851.5	1
hs0113	6	5	20.029	0.26745	1.8	67635000	102530000	0	-2.3489	1.738	13.55	13.55	17.55	16.25	0.6382	0	0.6382	0.01587	2.487	0.7049	9.154	262128.8	1
hs0113	7	6	20.033	0.26756	1.8	67170000	99305000	0	-2.3489	1.745	13.57	13.57	17.64	16.34	0.6397	0	0.6397	0.01587	2.481	0.7033	9.154	258325.7	1
hs0113	8	7	20.038	0.26733	1.5	68512000	101390000	0	-2.3489	1.752	13.58	13.58	17.72	16.42	0.6412	0	0.6412	0.01587	2.475	0.6884	9.154	230907.9	1
hs0113	9	8	20.042	0.26745	1.5	73327000	111000000	0	-2.3489	1.759	13.59	13.59	17.81	16.51	0.6428	0	0.6428	0.01587	2.47	0.6967	9.154	244608.6	1
hs0113	10	9	20.046	0.26733	1.5	73386000	109230000	0	-2.3489	1.766	13.6	13.6	17.9	16.59	0.6443	0	0.6443	0.01587	2.464	0.6912	9.154	235628.6	1
hs0113	11	10	20.051	0.86906	1.4	69097000	100830000	2	-2.3489	1.773	13.61	13.61	17.99	16.68	0.6458	0	0.6458	0.01587	2.458	0.6737	9.154	206789.2	1
hs0113	14	11	20.065	0.26745	1.4	67283000	98155000	0	-2.3489	1.795	13.65	13.65	18.28	16.96	0.6508	0	0.6508	0.01587	2.439	0.6743	9.154	207805.6	1
hs0113	15	12	20.07	0.26745	1.5	66947000	98022000	0	-2.3489	1.802	13.66	13.66	18.36	17.04	0.6523	0	0.6523	0.01587	2.433	0.6786	9.154	214980.5	1
hs0113	16	13	20.074	0.26745	1.5	64926000	95637000	0	-2.3489	1.809	13.67	13.67	18.45	17.13	0.6539	0	0.6539	0.01587	2.428	0.6755	9.154	209884.4	1
hs0113	17	14	20.079	0.26745	1.5	69270000	100530000	0	-2.3489	1.816	13.69	13.69	18.54	17.21	0.6554	0	0.6554	0.01587	2.422	0.6806	9.154	218233	1
hs0113	18	15	20.083	0.26745	1.5	69275000	101170000	0	-2.3489	1.823	13.7	13.7	18.63	17.3	0.6569	0	0.6569	0.01587	2.416	0.6855	9.154	226208.3	1
hs0113	19	16	20.088	0.26745	1.4	67768000	98093000	0	-2.3489	1.83	13.71	13.71	18.72	17.38	0.6585	0	0.6585	0.01587	2.411	0.6733	9.154	206244.5	1
