Raw file	Scan number	Scan index	Retention time	Cycle time	Ion injection time	Base peak intensity	Total ion current	MS/MS count	Mass calibration	Peak length	Isotope pattern length	Multiplet length	Peaks / s	Single peaks / s	Isotope patterns / s	Single isotope patterns / s	Multiplets / s	Identified multiplets / s	Multiplet identification rate [%]	Intens Comp Factor	CTCD Comp	RawOvFtT	AGC Fill
hs0046	1	0	20.006	0.26745	0.16	181820000	349240000	0	1.0365	1.375	0.8023	0.8023	5.341	5.293	0.02381	0	0.02381	0	0	0.6127	29.362	106767.3	1
hs0046	2	1	20.011	0.26745	0.17	198480000	438780000	0	1.0365	1.382	0.8023	0.8023	5.369	5.321	0.02381	0	0.02381	0	0	0.6339	29.362	141625.6	1
hs0046	3	2	20.015	0.26745	0.17	217300000	463370000	0	1.0365	1.389	0.8023	0.8023	5.396	5.349	0.02381	0	0.02381	0	0	0.6396	29.362	150870.8	1
hs0046	4	3	20.02	0.60448	0.03	216830000	464680000	1	1.0365	1.396	0.8023	0.8023	5.424	5.377	0.02381	0	0.02381	0	0	0.5667	29.362	31358.6	1
hs0046	6	4	20.03	0.26756	0.03	201130000	431780000	0	1.0365	1.412	0.8023	0.8023	5.487	5.439	0.02381	0	0.02381	0	0	0.5659	29.362	30072.2	1
hs0046	7	5	20.034	0.26733	0.03	252220000	537330000	0	1.0365	1.419	0.8023	0.8023	5.515	5.467	0.02381	0	0.02381	0	0	0.5701	29.362	36909.8	1
hs0046	8	6	20.038	0.26745	0.03	208150000	469250000	0	1.0365	1.426	0.8023	0.8023	5.542	5.495	0.02381	0	0.02381	0	0	0.5671	29.362	32022.7	1
hs0046	9	7	20.043	0.26745	0.03	211350000	455670000	0	1.0365	1.433	0.8023	0.8023	5.57	5.522	0.02381	0	0.02381	0	0	0.5669	29.362	31743.7	1
hs0046	10	8	20.047	0.26745	0.03	192360000	435950000	0	1.0365	1.44	0.8023	0.8023	5.598	5.55	0.02381	0	0.02381	0	0	0.5656	29.362	29623.6	1
hs0046	11	9	20.052	0.26745	0.03	198900000	449400000	0	1.0365	1.447	0.8023	0.8023	5.625	5.578	0.02381	0	0.02381	0	0	0.5665	29.362	31113.2	1
hs0046	12	10	20.056	0.26745	0.03	197410000	431900000	0	1.0365	1.454	0.8023	0.8023	5.653	5.605	0.02381	0	0.02381	0	0	0.5659	29.362	30139.3	1
hs0046	13	11	20.061	0.26745	0.03	198650000	454370000	0	1.0365	1.461	0.8023	0.8023	5.681	5.633	0.02381	0	0.02381	0	0	0.5668	29.362	31510.4	1
hs0046	14	12	20.065	0.26745	0.03	209170000	460960000	0	1.0365	1.467	0.8023	0.8023	5.709	5.661	0.02381	0	0.02381	0	0	0.5669	29.362	31697.3	1
hs0046	15	13	20.07	0.26733	0.03	196930000	461000000	0	1.0365	1.474	0.8023	0.8023	5.736	5.689	0.02381	0	0.02381	0	0	0.5675	29.362	32624.6	1
hs0046	16	14	20.074	0.26745	0.03	177880000	435510000	0	1.0365	1.481	0.8023	0.8023	5.764	5.716	0.02381	0	0.02381	0	0	0.566	29.362	30208.4	1
hs0046	17	15	20.079	0.26745	0.03	184770000	416150000	0	1.0365	1.488	0.8023	0.8023	5.792	5.744	0.02381	0	0.02381	0	0	0.5654	29.362	29273.6	1
hs0046	18	16	20.083	0.26745	0.032	182210000	416710000	0	1.0365	1.495	0.8023	0.8023	5.819	5.772	0.02381	0	0.02381	0	0	0.5669	29.362	31718.3	1
hs0046	19	17	20.088	0.26745	0.033	168510000	381310000	0	1.0365	1.502	0.8023	0.8023	5.847	5.799	0.02381	0	0.02381	0	0	0.5653	29.362	29153.5	1
hs0046	20	18	20.092	0.26745	0.034	166830000	410970000	0	1.0365	1.509	0.8023	0.8023	5.875	5.827	0.02381	0	0.02381	0	0	0.5663	29.362	30771.3	1
