Raw file	m/z	Peaks / Da	Single peaks / Da	Isotope patterns / Da	Single isotope patterns / Da	SILAC pairs / Da	Identified SILAC pairs / Da	SILAC identification rate [%]
hs0046	100	0	0	0	0	0	0	NaN
hs0046	101	0	0	0	0	0	0	NaN
hs0046	102	0	0	0	0	0	0	NaN
hs0046	103	0	0	0	0	0	0	NaN
hs0046	104	0	0	0	0	0	0	NaN
hs0046	105	0	0	0	0	0	0	NaN
hs0046	106	0	0	0	0	0	0	NaN
hs0046	107	0	0	0	0	0	0	NaN
hs0046	108	0	0	0	0	0	0	NaN
hs0046	109	0	0	0	0	0	0	NaN
hs0046	110	0	0	0	0	0	0	NaN
hs0046	111	0	0	0	0	0	0	NaN
hs0046	112	0	0	0	0	0	0	NaN
hs0046	113	0	0	0	0	0	0	NaN
hs0046	114	0	0	0	0	0	0	NaN
hs0046	115	0	0	0	0	0	0	NaN
hs0046	116	0	0	0	0	0	0	NaN
hs0046	117	0	0	0	0	0	0	NaN
hs0046	118	0	0	0	0	0	0	NaN
hs0046	119	0	0	0	0	0	0	NaN
hs0046	120	0	0	0	0	0	0	NaN
hs0046	121	0	0	0	0	0	0	NaN
hs0046	122	0	0	0	0	0	0	NaN
hs0046	123	0	0	0	0	0	0	NaN
hs0046	124	0	0	0	0	0	0	NaN
hs0046	125	0	0	0	0	0	0	NaN
hs0046	126	0	0	0	0	0	0	NaN
hs0046	127	0	0	0	0	0	0	NaN
hs0046	128	0	0	0	0	0	0	NaN
hs0046	129	0	0	0	0	0	0	NaN
hs0046	130	0	0	0	0	0	0	NaN
hs0046	131	0	0	0	0	0	0	NaN
hs0046	132	0	0	0	0	0	0	NaN
hs0046	133	0	0	0	0	0	0	NaN
hs0046	134	0	0	0	0	0	0	NaN
hs0046	135	0	0	0	0	0	0	NaN
hs0046	136	0	0	0	0	0	0	NaN
hs0046	137	0	0	0	0	0	0	NaN
hs0046	138	0	0	0	0	0	0	NaN
hs0046	139	0	0	0	0	0	0	NaN
hs0046	140	0	0	0	0	0	0	NaN
hs0046	141	0	0	0	0	0	0	NaN
hs0046	142	0	0	0	0	0	0	NaN
hs0046	143	0	0	0	0	0	0	NaN
hs0046	144	0	0	0	0	0	0	NaN
hs0046	145	0	0	0	0	0	0	NaN
hs0046	146	0	0	0	0	0	0	NaN
hs0046	147	0	0	0	0	0	0	NaN
hs0046	148	0	0	0	0	0	0	NaN
hs0046	149	0	0	0	0	0	0	NaN
hs0046	150	0	0	0	0	0	0	NaN
hs0046	151	0	0	0	0	0	0	NaN
hs0046	152	0	0	0	0	0	0	NaN
hs0046	153	0	0	0	0	0	0	NaN
hs0046	154	0	0	0	0	0	0	NaN
hs0046	155	0	0	0	0	0	0	NaN
hs0046	156	0	0	0	0	0	0	NaN
hs0046	157	0	0	0	0	0	0	NaN
hs0046	158	0	0	0	0	0	0	NaN
hs0046	159	0	0	0	0	0	0	NaN
hs0046	160	0	0	0	0	0	0	NaN
hs0046	161	0	0	0	0	0	0	NaN
hs0046	162	0	0	0	0	0	0	NaN
hs0046	163	0	0	0	0	0	0	NaN
hs0046	164	0	0	0	0	0	0	NaN
hs0046	165	0	0	0	0	0	0	NaN
hs0046	166	0	0	0	0	0	0	NaN
hs0046	167	0	0	0	0	0	0	NaN
hs0046	168	0	0	0	0	0	0	NaN
hs0046	169	0	0	0	0	0	0	NaN
hs0046	170	0	0	0	0	0	0	NaN
hs0046	171	0	0	0	0	0	0	NaN
hs0046	172	0	0	0	0	0	0	NaN
hs0046	173	0	0	0	0	0	0	NaN
hs0046	174	0	0	0	0	0	0	NaN
hs0046	175	0	0	0	0	0	0	NaN
hs0046	176	0	0	0	0	0	0	NaN
hs0046	177	0	0	0	0	0	0	NaN
hs0046	178	0	0	0	0	0	0	NaN
hs0046	179	0	0	0	0	0	0	NaN
hs0046	180	0	0	0	0	0	0	NaN
hs0046	181	0	0	0	0	0	0	NaN
hs0046	182	0	0	0	0	0	0	NaN
hs0046	183	0	0	0	0	0	0	NaN
hs0046	184	0	0	0	0	0	0	NaN
hs0046	185	0	0	0	0	0	0	NaN
hs0046	186	0	0	0	0	0	0	NaN
hs0046	187	0	0	0	0	0	0	NaN
hs0046	188	0	0	0	0	0	0	NaN
hs0046	189	0	0	0	0	0	0	NaN
hs0046	190	0	0	0	0	0	0	NaN
hs0046	191	0	0	0	0	0	0	NaN
hs0046	192	0	0	0	0	0	0	NaN
hs0046	193	0	0	0	0	0	0	NaN
hs0046	194	0	0	0	0	0	0	NaN
hs0046	195	0	0	0	0	0	0	NaN
hs0046	196	0	0	0	0	0	0	NaN
hs0046	197	0	0	0	0	0	0	NaN
hs0046	198	0	0	0	0	0	0	NaN
hs0046	199	0	0	0	0	0	0	NaN
hs0046	200	0	0	0	0	0	0	NaN
hs0046	201	0	0	0	0	0	0	NaN
hs0046	202	0	0	0	0	0	0	NaN
hs0046	203	0	0	0	0	0	0	NaN
hs0046	204	0	0	0	0	0	0	NaN
hs0046	205	0	0	0	0	0	0	NaN
hs0046	206	0	0	0	0	0	0	NaN
hs0046	207	0	0	0	0	0	0	NaN
hs0046	208	0	0	0	0	0	0	NaN
hs0046	209	0	0	0	0	0	0	NaN
hs0046	210	0	0	0	0	0	0	NaN
hs0046	211	0	0	0	0	0	0	NaN
hs0046	212	0	0	0	0	0	0	NaN
hs0046	213	0	0	0	0	0	0	NaN
hs0046	214	0	0	0	0	0	0	NaN
hs0046	215	0	0	0	0	0	0	NaN
hs0046	216	0	0	0	0	0	0	NaN
hs0046	217	0	0	0	0	0	0	NaN
hs0046	218	0	0	0	0	0	0	NaN
hs0046	219	0	0	0	0	0	0	NaN
hs0046	220	0	0	0	0	0	0	NaN
hs0046	221	0	0	0	0	0	0	NaN
hs0046	222	0	0	0	0	0	0	NaN
hs0046	223	0	0	0	0	0	0	NaN
hs0046	224	0	0	0	0	0	0	NaN
hs0046	225	0	0	0	0	0	0	NaN
hs0046	226	0	0	0	0	0	0	NaN
hs0046	227	0	0	0	0	0	0	NaN
hs0046	228	0	0	0	0	0	0	NaN
hs0046	229	0	0	0	0	0	0	NaN
hs0046	230	0	0	0	0	0	0	NaN
hs0046	231	0	0	0	0	0	0	NaN
hs0046	232	0	0	0	0	0	0	NaN
hs0046	233	0	0	0	0	0	0	NaN
hs0046	234	0	0	0	0	0	0	NaN
hs0046	235	0	0	0	0	0	0	NaN
hs0046	236	0	0	0	0	0	0	NaN
hs0046	237	0	0	0	0	0	0	NaN
hs0046	238	0	0	0	0	0	0	NaN
hs0046	239	0	0	0	0	0	0	NaN
hs0046	240	0	0	0	0	0	0	NaN
hs0046	241	0	0	0	0	0	0	NaN
hs0046	242	0	0	0	0	0	0	NaN
hs0046	243	0	0	0	0	0	0	NaN
hs0046	244	0	0	0	0	0	0	NaN
hs0046	245	0	0	0	0	0	0	NaN
hs0046	246	0	0	0	0	0	0	NaN
hs0046	247	0	0	0	0	0	0	NaN
hs0046	248	0	0	0	0	0	0	NaN
hs0046	249	0	0	0	0	0	0	NaN
hs0046	250	0	0	0	0	0	0	NaN
hs0046	251	0	0	0	0	0	0	NaN
hs0046	252	0	0	0	0	0	0	NaN
hs0046	253	0	0	0	0	0	0	NaN
hs0046	254	0	0	0	0	0	0	NaN
hs0046	255	0	0	0	0	0	0	NaN
hs0046	256	0	0	0	0	0	0	NaN
hs0046	257	0	0	0	0	0	0	NaN
hs0046	258	0	0	0	0	0	0	NaN
hs0046	259	0	0	0	0	0	0	NaN
hs0046	260	0	0	0	0	0	0	NaN
hs0046	261	0	0	0	0	0	0	NaN
hs0046	262	0	0	0	0	0	0	NaN
hs0046	263	0	0	0	0	0	0	NaN
hs0046	264	0	0	0	0	0	0	NaN
hs0046	265	0	0	0	0	0	0	NaN
hs0046	266	0	0	0	0	0	0	NaN
hs0046	267	0	0	0	0	0	0	NaN
hs0046	268	0	0	0	0	0	0	NaN
hs0046	269	0	0	0	0	0	0	NaN
hs0046	270	0	0	0	0	0	0	NaN
hs0046	271	0	0	0	0	0	0	NaN
hs0046	272	0	0	0	0	0	0	NaN
hs0046	273	0	0	0	0	0	0	NaN
hs0046	274	0	0	0	0	0	0	NaN
hs0046	275	0	0	0	0	0	0	NaN
hs0046	276	0	0	0	0	0	0	NaN
hs0046	277	0	0	0	0	0	0	NaN
hs0046	278	0	0	0	0	0	0	NaN
hs0046	279	0	0	0	0	0	0	NaN
hs0046	280	0	0	0	0	0	0	NaN
hs0046	281	0	0	0	0	0	0	NaN
hs0046	282	0	0	0	0	0	0	NaN
hs0046	283	0	0	0	0	0	0	NaN
hs0046	284	0	0	0	0	0	0	NaN
hs0046	285	0	0	0	0	0	0	NaN
hs0046	286	0	0	0	0	0	0	NaN
hs0046	287	0	0	0	0	0	0	NaN
hs0046	288	0	0	0	0	0	0	NaN
hs0046	289	0	0	0	0	0	0	NaN
hs0046	290	0	0	0	0	0	0	NaN
hs0046	291	0	0	0	0	0	0	NaN
hs0046	292	0	0	0	0	0	0	NaN
hs0046	293	0	0	0	0	0	0	NaN
hs0046	294	0	0	0	0	0	0	NaN
