Raw file	m/z	Peaks / Da	Single peaks / Da	Isotope patterns / Da	Single isotope patterns / Da	SILAC pairs / Da	Identified SILAC pairs / Da	SILAC identification rate [%]
hs0044	100	0	0	0	0	0	0	NaN
hs0044	101	0	0	0	0	0	0	NaN
hs0044	102	0	0	0	0	0	0	NaN
hs0044	103	0	0	0	0	0	0	NaN
hs0044	104	0	0	0	0	0	0	NaN
hs0044	105	0	0	0	0	0	0	NaN
hs0044	106	0	0	0	0	0	0	NaN
hs0044	107	0	0	0	0	0	0	NaN
hs0044	108	0	0	0	0	0	0	NaN
hs0044	109	0	0	0	0	0	0	NaN
hs0044	110	0	0	0	0	0	0	NaN
hs0044	111	0	0	0	0	0	0	NaN
hs0044	112	0	0	0	0	0	0	NaN
hs0044	113	0	0	0	0	0	0	NaN
hs0044	114	0	0	0	0	0	0	NaN
hs0044	115	0	0	0	0	0	0	NaN
hs0044	116	0	0	0	0	0	0	NaN
hs0044	117	0	0	0	0	0	0	NaN
hs0044	118	0	0	0	0	0	0	NaN
hs0044	119	0	0	0	0	0	0	NaN
hs0044	120	0	0	0	0	0	0	NaN
hs0044	121	0	0	0	0	0	0	NaN
hs0044	122	0	0	0	0	0	0	NaN
hs0044	123	0	0	0	0	0	0	NaN
hs0044	124	0	0	0	0	0	0	NaN
hs0044	125	0	0	0	0	0	0	NaN
hs0044	126	0	0	0	0	0	0	NaN
hs0044	127	0	0	0	0	0	0	NaN
hs0044	128	0	0	0	0	0	0	NaN
hs0044	129	0	0	0	0	0	0	NaN
hs0044	130	0	0	0	0	0	0	NaN
hs0044	131	0	0	0	0	0	0	NaN
hs0044	132	0	0	0	0	0	0	NaN
hs0044	133	0	0	0	0	0	0	NaN
hs0044	134	0	0	0	0	0	0	NaN
hs0044	135	0	0	0	0	0	0	NaN
hs0044	136	0	0	0	0	0	0	NaN
hs0044	137	0	0	0	0	0	0	NaN
hs0044	138	0	0	0	0	0	0	NaN
hs0044	139	0	0	0	0	0	0	NaN
hs0044	140	0	0	0	0	0	0	NaN
hs0044	141	0	0	0	0	0	0	NaN
hs0044	142	0	0	0	0	0	0	NaN
hs0044	143	0	0	0	0	0	0	NaN
hs0044	144	0	0	0	0	0	0	NaN
hs0044	145	0	0	0	0	0	0	NaN
hs0044	146	0	0	0	0	0	0	NaN
hs0044	147	0	0	0	0	0	0	NaN
hs0044	148	0	0	0	0	0	0	NaN
hs0044	149	0	0	0	0	0	0	NaN
hs0044	150	0	0	0	0	0	0	NaN
hs0044	151	0	0	0	0	0	0	NaN
hs0044	152	0	0	0	0	0	0	NaN
hs0044	153	0	0	0	0	0	0	NaN
hs0044	154	0	0	0	0	0	0	NaN
hs0044	155	0	0	0	0	0	0	NaN
hs0044	156	0	0	0	0	0	0	NaN
hs0044	157	0	0	0	0	0	0	NaN
hs0044	158	0	0	0	0	0	0	NaN
hs0044	159	0	0	0	0	0	0	NaN
hs0044	160	0	0	0	0	0	0	NaN
hs0044	161	0	0	0	0	0	0	NaN
hs0044	162	0	0	0	0	0	0	NaN
hs0044	163	0	0	0	0	0	0	NaN
hs0044	164	0	0	0	0	0	0	NaN
hs0044	165	0	0	0	0	0	0	NaN
hs0044	166	0	0	0	0	0	0	NaN
hs0044	167	0	0	0	0	0	0	NaN
hs0044	168	0	0	0	0	0	0	NaN
hs0044	169	0	0	0	0	0	0	NaN
hs0044	170	0	0	0	0	0	0	NaN
hs0044	171	0	0	0	0	0	0	NaN
hs0044	172	0	0	0	0	0	0	NaN
hs0044	173	0	0	0	0	0	0	NaN
hs0044	174	0	0	0	0	0	0	NaN
