Raw file	m/z	Peaks / Da	Single peaks / Da	Isotope patterns / Da	Single isotope patterns / Da	SILAC pairs / Da	Identified SILAC pairs / Da	SILAC identification rate [%]
hs0098	100	0	0	0	0	0	0	NaN
hs0098	101	0	0	0	0	0	0	NaN
hs0098	102	0	0	0	0	0	0	NaN
hs0098	103	0	0	0	0	0	0	NaN
hs0098	104	0	0	0	0	0	0	NaN
hs0098	105	0	0	0	0	0	0	NaN
hs0098	106	0	0	0	0	0	0	NaN
hs0098	107	0	0	0	0	0	0	NaN
hs0098	108	0	0	0	0	0	0	NaN
hs0098	109	0	0	0	0	0	0	NaN
hs0098	110	0	0	0	0	0	0	NaN
hs0098	111	0	0	0	0	0	0	NaN
hs0098	112	0	0	0	0	0	0	NaN
hs0098	113	0	0	0	0	0	0	NaN
hs0098	114	0	0	0	0	0	0	NaN
hs0098	115	0	0	0	0	0	0	NaN
hs0098	116	0	0	0	0	0	0	NaN
hs0098	117	0	0	0	0	0	0	NaN
hs0098	118	0	0	0	0	0	0	NaN
hs0098	119	0	0	0	0	0	0	NaN
hs0098	120	0	0	0	0	0	0	NaN
hs0098	121	0	0	0	0	0	0	NaN
hs0098	122	0	0	0	0	0	0	NaN
hs0098	123	0	0	0	0	0	0	NaN
hs0098	124	0	0	0	0	0	0	NaN
hs0098	125	0	0	0	0	0	0	NaN
hs0098	126	0	0	0	0	0	0	NaN
hs0098	127	0	0	0	0	0	0	NaN
hs0098	128	0	0	0	0	0	0	NaN
hs0098	129	0	0	0	0	0	0	NaN
hs0098	130	0	0	0	0	0	0	NaN
hs0098	131	0	0	0	0	0	0	NaN
hs0098	132	0	0	0	0	0	0	NaN
hs0098	133	0	0	0	0	0	0	NaN
hs0098	134	0	0	0	0	0	0	NaN
hs0098	135	0	0	0	0	0	0	NaN
hs0098	136	0	0	0	0	0	0	NaN
hs0098	137	0	0	0	0	0	0	NaN
hs0098	138	0	0	0	0	0	0	NaN
hs0098	139	0	0	0	0	0	0	NaN
hs0098	140	0	0	0	0	0	0	NaN
hs0098	141	0	0	0	0	0	0	NaN
hs0098	142	0	0	0	0	0	0	NaN
hs0098	143	0	0	0	0	0	0	NaN
hs0098	144	0	0	0	0	0	0	NaN
hs0098	145	0	0	0	0	0	0	NaN
hs0098	146	0	0	0	0	0	0	NaN
hs0098	147	0	0	0	0	0	0	NaN
hs0098	148	0	0	0	0	0	0	NaN
hs0098	149	0	0	0	0	0	0	NaN
hs0098	150	0	0	0	0	0	0	NaN
hs0098	151	0	0	0	0	0	0	NaN
hs0098	152	0	0	0	0	0	0	NaN
hs0098	153	0	0	0	0	0	0	NaN
hs0098	154	0	0	0	0	0	0	NaN
hs0098	155	0	0	0	0	0	0	NaN
hs0098	156	0	0	0	0	0	0	NaN
hs0098	157	0	0	0	0	0	0	NaN
hs0098	158	0	0	0	0	0	0	NaN
hs0098	159	0	0	0	0	0	0	NaN
hs0098	160	0	0	0	0	0	0	NaN
hs0098	161	0	0	0	0	0	0	NaN
hs0098	162	0	0	0	0	0	0	NaN
hs0098	163	0	0	0	0	0	0	NaN
hs0098	164	0	0	0	0	0	0	NaN
hs0098	165	0	0	0	0	0	0	NaN
hs0098	166	0	0	0	0	0	0	NaN
hs0098	167	0	0	0	0	0	0	NaN
