"PSM.Score","rf"
91.53629,"hs0041.raw"
231.4183,"hs0041.raw"
328.348,"hs0041.raw"
298.6684,"hs0041.raw"
240.666,"hs0041.raw"
319.6072,"hs0041.raw"
194.7281,"hs0041.raw"
275.9348,"hs0041.raw"
191.0501,"hs0041.raw"
220.8865,"hs0041.raw"
295.5236,"hs0041.raw"
154.028,"hs0041.raw"
183.0984,"hs0041.raw"
252.3436,"hs0041.raw"
145.2977,"hs0041.raw"
165.3341,"hs0041.raw"
244.1031,"hs0041.raw"
287.4097,"hs0041.raw"
335.5949,"hs0041.raw"
350,"hs0041.raw"
229.1447,"hs0041.raw"
254.8843,"hs0041.raw"
243.208,"hs0041.raw"
237.5567,"hs0041.raw"
174.3882,"hs0041.raw"
234.4669,"hs0041.raw"
328.4505,"hs0041.raw"
164.4119,"hs0041.raw"
195.509,"hs0041.raw"
185.153,"hs0041.raw"
210.5541,"hs0041.raw"
280.493,"hs0041.raw"
142.468,"hs0041.raw"
244.2306,"hs0041.raw"
176.975,"hs0041.raw"
350,"hs0041.raw"
289.8441,"hs0041.raw"
211.8501,"hs0041.raw"
350,"hs0041.raw"
254.1393,"hs0041.raw"
271.0329,"hs0041.raw"
320.2763,"hs0041.raw"
313.661,"hs0041.raw"
214.1951,"hs0041.raw"
168.4672,"hs0041.raw"
280.493,"hs0041.raw"
168.4672,"hs0041.raw"
294.0901,"hs0041.raw"
248.2071,"hs0041.raw"
267.0308,"hs0041.raw"
287.5842,"hs0043.raw"
237.6563,"hs0043.raw"
236.2089,"hs0043.raw"
346.8271,"hs0043.raw"
242.6016,"hs0043.raw"
350,"hs0043.raw"
248.5178,"hs0043.raw"
221.0711,"hs0043.raw"
222.4418,"hs0043.raw"
296.146,"hs0043.raw"
312.1018,"hs0043.raw"
294.1324,"hs0043.raw"
287.5842,"hs0043.raw"
211.8818,"hs0043.raw"
283.5721,"hs0043.raw"
299.56,"hs0043.raw"
138.9787,"hs0043.raw"
252.3823,"hs0043.raw"
220.9217,"hs0043.raw"
127.2493,"hs0043.raw"
287.0814,"hs0043.raw"
112.9031,"hs0043.raw"
196.3018,"hs0043.raw"
316.5893,"hs0043.raw"
276.7792,"hs0043.raw"
334.9283,"hs0043.raw"
235.5659,"hs0043.raw"
130.2505,"hs0043.raw"
214.2302,"hs0043.raw"
319.4224,"hs0043.raw"
157.8454,"hs0043.raw"
306.6765,"hs0043.raw"
303.1605,"hs0043.raw"
134.2196,"hs0043.raw"
221.8356,"hs0043.raw"
214.2302,"hs0043.raw"
225.4915,"hs0043.raw"
186.8315,"hs0043.raw"
190.8192,"hs0043.raw"
331.1694,"hs0043.raw"
169.2598,"hs0043.raw"
273.3262,"hs0043.raw"
230.0447,"hs0043.raw"
188.4848,"hs0043.raw"
334.9283,"hs0043.raw"
240.7048,"hs0043.raw"
342.895,"hs0043.raw"
250.0012,"hs0043.raw"
160.0076,"hs0043.raw"
256.4975,"hs0043.raw"
350,"hs0043.raw"
334.9283,"hs0043.raw"
240.7341,"hs0043.raw"
287.0814,"hs0043.raw"
254.5458,"hs0043.raw"
350,"hs0043.raw"
350,"hs0043.raw"
293.5526,"hs0043.raw"
209.9672,"hs0043.raw"
280.5699,"hs0043.raw"
251.4736,"hs0043.raw"
350,"hs0043.raw"
350,"hs0043.raw"
289.2697,"hs0043.raw"
229.9566,"hs0043.raw"
228.2082,"hs0043.raw"
169.256,"hs0043.raw"
312.155,"hs0043.raw"
299.56,"hs0043.raw"
241.4443,"hs0043.raw"
334.8342,"hs0043.raw"
297.9328,"hs0043.raw"
258.4294,"hs0043.raw"
178.802,"hs0043.raw"
136.8104,"hs0043.raw"
244.2693,"hs0043.raw"
240.0317,"hs0043.raw"
350,"hs0043.raw"
253.6028,"hs0043.raw"
350,"hs0043.raw"
257.5694,"hs0043.raw"
305.8287,"hs0043.raw"
263.0392,"hs0043.raw"
299.56,"hs0043.raw"
202.3104,"hs0043.raw"
276.7926,"hs0043.raw"
348.4957,"hs0043.raw"
261.9794,"hs0043.raw"
350,"hs0043.raw"
235.3965,"hs0043.raw"
258.0283,"hs0043.raw"
323.6082,"hs0043.raw"
350,"hs0043.raw"
202.3104,"hs0043.raw"
311.0177,"hs0043.raw"
235.3965,"hs0043.raw"
321.4976,"hs0043.raw"
296.1606,"hs0043.raw"
252.3823,"hs0043.raw"
234.8871,"hs0043.raw"
104.1161,"hs0043.raw"
260.5501,"hs0043.raw"
132.2166,"hs0043.raw"
263.0392,"hs0043.raw"
175.2653,"hs0043.raw"
350,"hs0043.raw"
214.2141,"hs0043.raw"
206.2345,"hs0043.raw"
157.8454,"hs0043.raw"
157.5884,"hs0043.raw"
303.4174,"hs0043.raw"
190.8192,"hs0043.raw"
262.587,"hs0043.raw"
236.3147,"hs0043.raw"
221.0711,"hs0043.raw"
302.7325,"hs0043.raw"
214.2302,"hs0043.raw"
289.2697,"hs0043.raw"
201.5334,"hs0043.raw"
252.3823,"hs0043.raw"
328.3937,"hs0043.raw"
184.8177,"hs0043.raw"
244.2693,"hs0043.raw"
206.6547,"hs0043.raw"
348.4957,"hs0043.raw"
182.3757,"hs0043.raw"
211.8818,"hs0043.raw"
320.3325,"hs0043.raw"
344.311,"hs0043.raw"
215.0857,"hs0043.raw"
226.8359,"hs0043.raw"
276.7792,"hs0043.raw"
277.3046,"hs0043.raw"
207.8453,"hs0043.raw"
200.2954,"hs0043.raw"
216.2153,"hs0043.raw"
287.0814,"hs0043.raw"
350,"hs0043.raw"
236.1846,"hs0043.raw"
183.13,"hs0043.raw"
345.2151,"hs0043.raw"
126.5577,"hs0043.raw"
298.7106,"hs0043.raw"
191.9344,"hs0043.raw"
350,"hs0043.raw"
237.5954,"hs0043.raw"
296.146,"hs0043.raw"
196.3018,"hs0043.raw"
345.2151,"hs0043.raw"
240.0317,"hs0043.raw"
251.207,"hs0043.raw"
350,"hs0043.raw"
244.4923,"hs0043.raw"
266.7538,"hs0043.raw"
261.4808,"hs0043.raw"
222.4418,"hs0043.raw"
298.7106,"hs0043.raw"
350,"hs0043.raw"
307.8851,"hs0043.raw"
298.7106,"hs0043.raw"
218.2435,"hs0043.raw"
350,"hs0043.raw"
350,"hs0043.raw"
210.5858,"hs0043.raw"
350,"hs0043.raw"
282.9663,"hs0043.raw"
237.5954,"hs0043.raw"
277.5797,"hs0043.raw"
182.227,"hs0043.raw"
350,"hs0043.raw"
350,"hs0043.raw"
266.7483,"hs0043.raw"
350,"hs0043.raw"
226.8359,"hs0043.raw"
312.3928,"hs0043.raw"
178.802,"hs0043.raw"
298.7106,"hs0043.raw"
298.7106,"hs0043.raw"
306.6526,"hs0043.raw"
246.9999,"hs0043.raw"
295.5134,"hs0043.raw"
270.5919,"hs0043.raw"
254.5458,"hs0043.raw"
214.1697,"hs0043.raw"
327.1204,"hs0043.raw"
350,"hs0043.raw"
294.677,"hs0043.raw"
243.2432,"hs0043.raw"
236.8846,"hs0043.raw"
276.7792,"hs0043.raw"
289.2697,"hs0043.raw"
273.5957,"hs0043.raw"
277.5797,"hs0043.raw"
198.9433,"hs0043.raw"
350,"hs0043.raw"
270.6225,"hs0043.raw"
298.7106,"hs0043.raw"
157.8454,"hs0043.raw"
293.383,"hs0043.raw"
173.5923,"hs0043.raw"
350,"hs0043.raw"
287.0814,"hs0043.raw"
235.3965,"hs0043.raw"
321.1624,"hs0043.raw"
169.2598,"hs0043.raw"
287.0814,"hs0043.raw"
291.0198,"hs0043.raw"
302.6908,"hs0043.raw"
176.5335,"hs0043.raw"
222.3291,"hs0043.raw"
206.8104,"hs0043.raw"
254.5458,"hs0043.raw"
296.146,"hs0043.raw"
306.9527,"hs0043.raw"
233.7347,"hs0043.raw"
243.2432,"hs0043.raw"
303.4174,"hs0043.raw"
188.4848,"hs0043.raw"
228.8952,"hs0043.raw"
280.5387,"hs0043.raw"
350,"hs0043.raw"
350,"hs0043.raw"
207.3185,"hs0043.raw"
244.285,"hs0043.raw"
231.7446,"hs0043.raw"
268.621,"hs0043.raw"
281.3397,"hs0043.raw"
323.1839,"hs0043.raw"
236.8846,"hs0043.raw"
186.8315,"hs0043.raw"
221.6823,"hs0043.raw"
272.1696,"hs0043.raw"
206.7724,"hs0043.raw"
276.7792,"hs0043.raw"
315.4012,"hs0043.raw"
350,"hs0043.raw"
294.1324,"hs0043.raw"
231.4535,"hs0043.raw"
197.9392,"hs0043.raw"
313.7033,"hs0043.raw"
237.4799,"hs0043.raw"
261.9794,"hs0043.raw"
344.8434,"hs0043.raw"
280.5387,"hs0043.raw"
250.0012,"hs0043.raw"
119.7298,"hs0043.raw"
209.9672,"hs0043.raw"
214.7189,"hs0043.raw"
202.2148,"hs0043.raw"
350,"hs0043.raw"
150.3904,"hs0043.raw"
350,"hs0043.raw"
281.1416,"hs0043.raw"
305.8287,"hs0043.raw"
217.8929,"hs0043.raw"
337.5573,"hs0043.raw"
290.8257,"hs0043.raw"
325.6789,"hs0043.raw"
247.8121,"hs0043.raw"
350,"hs0043.raw"
236.2089,"hs0043.raw"
322.3392,"hs0043.raw"
260.5501,"hs0043.raw"
306.9527,"hs0043.raw"
210.5818,"hs0043.raw"
160.0076,"hs0043.raw"
218.1427,"hs0043.raw"
262.7787,"hs0043.raw"
331.5499,"hs0043.raw"
350,"hs0043.raw"
251.7784,"hs0043.raw"
350,"hs0043.raw"
292.0488,"hs0043.raw"
149.1121,"hs0043.raw"
288.0233,"hs0043.raw"
189.2303,"hs0043.raw"
146.2178,"hs0043.raw"
323.1839,"hs0043.raw"
169.2598,"hs0043.raw"
200.1254,"hs0043.raw"
306.1187,"hs0043.raw"
303.4174,"hs0043.raw"
281.1416,"hs0043.raw"
138.554,"hs0043.raw"
261.9794,"hs0043.raw"
214.7189,"hs0043.raw"
199.9343,"hs0043.raw"
209.5544,"hs0043.raw"
168.4989,"hs0043.raw"
260.8602,"hs0043.raw"
231.8713,"hs0043.raw"
350,"hs0043.raw"
260.5501,"hs0043.raw"
166.3635,"hs0043.raw"
298.7106,"hs0043.raw"
238.5244,"hs0043.raw"
294.9909,"hs0043.raw"
287.0814,"hs0043.raw"
228.881,"hs0043.raw"
350,"hs0043.raw"
214.2141,"hs0043.raw"
220.9217,"hs0043.raw"
344.4793,"hs0043.raw"
328.3937,"hs0043.raw"
221.0711,"hs0043.raw"
308.2736,"hs0043.raw"
221.8356,"hs0043.raw"
294.7951,"hs0043.raw"
303.1605,"hs0043.raw"
350,"hs0043.raw"
276.7792,"hs0043.raw"
204.5391,"hs0043.raw"
182.227,"hs0043.raw"
334.9283,"hs0043.raw"
191.0818,"hs0043.raw"
232.6692,"hs0043.raw"
350,"hs0043.raw"
261.949,"hs0043.raw"
238.5244,"hs0043.raw"
263.0392,"hs0043.raw"
350,"hs0043.raw"
287.0814,"hs0043.raw"
243.6756,"hs0043.raw"
200.1254,"hs0043.raw"
306.9513,"hs0043.raw"
214.7189,"hs0043.raw"
178.0867,"hs0043.raw"
254.923,"hs0043.raw"
184.8177,"hs0043.raw"
328.9969,"hs0043.raw"
344.1796,"hs0043.raw"
185.1812,"hs0043.raw"
182.1771,"hs0043.raw"
248.2458,"hs0043.raw"
313.7033,"hs0043.raw"
295.5771,"hs0043.raw"
312.1018,"hs0043.raw"
197.9392,"hs0043.raw"
299.56,"hs0043.raw"
97.88681,"hs0043.raw"
195.5406,"hs0043.raw"
346.8271,"hs0043.raw"
262.7466,"hs0043.raw"
238.8547,"hs0043.raw"
202.3104,"hs0043.raw"
336.784,"hs0043.raw"
320.1625,"hs0043.raw"
262.2253,"hs0043.raw"
276.7792,"hs0043.raw"
250.8084,"hs0043.raw"
224.4003,"hs0043.raw"
328.3937,"hs0043.raw"
192.9521,"hs0043.raw"
266.162,"hs0043.raw"
350,"hs0043.raw"
350,"hs0043.raw"
334.9283,"hs0043.raw"
286.8383,"hs0043.raw"
189.9584,"hs0043.raw"
224.4003,"hs0043.raw"
138.9787,"hs0043.raw"
313.7033,"hs0043.raw"
350,"hs0043.raw"
228.8366,"hs0043.raw"
267.5236,"hs0043.raw"
350,"hs0043.raw"
239.851,"hs0043.raw"
243.2432,"hs0043.raw"
214.4069,"hs0043.raw"
183.9739,"hs0043.raw"
182.227,"hs0043.raw"
235.5659,"hs0043.raw"
177.0032,"hs0043.raw"
272.8027,"hs0043.raw"
329.6013,"hs0043.raw"
287.0814,"hs0043.raw"
313.7033,"hs0043.raw"
236.8846,"hs0043.raw"
284.3398,"hs0043.raw"
174.4163,"hs0043.raw"
313.7033,"hs0043.raw"
328.3937,"hs0043.raw"
283.5721,"hs0043.raw"
298.7106,"hs0043.raw"
337.6917,"hs0043.raw"
202.3104,"hs0043.raw"
272.1696,"hs0043.raw"
306.6526,"hs0043.raw"
256.2487,"hs0043.raw"
298.7106,"hs0043.raw"
281.5956,"hs0043.raw"
229.1375,"hs0043.raw"
350,"hs0043.raw"
181.8901,"hs0043.raw"
169.2598,"hs0043.raw"
141.9767,"hs0043.raw"
323.0341,"hs0043.raw"
281.0562,"hs0043.raw"
276.7792,"hs0043.raw"
243.0343,"hs0043.raw"
184.8177,"hs0043.raw"
256.102,"hs0043.raw"
210.5858,"hs0043.raw"
346.8271,"hs0043.raw"
274.8007,"hs0043.raw"
348.4957,"hs0043.raw"
191.0818,"hs0043.raw"
238.5244,"hs0043.raw"
250.4261,"hs0043.raw"
225.4915,"hs0043.raw"
312.1018,"hs0043.raw"
350,"hs0043.raw"
194.7598,"hs0043.raw"
287.0814,"hs0043.raw"
279.4305,"hs0043.raw"
287.0814,"hs0043.raw"
334.9283,"hs0043.raw"
192.9521,"hs0043.raw"
157.8454,"hs0043.raw"
275.9583,"hs0043.raw"
194.327,"hs0043.raw"
266.7538,"hs0043.raw"
244.4923,"hs0043.raw"
300.5655,"hs0043.raw"
350,"hs0043.raw"
240.7341,"hs0043.raw"
251.5217,"hs0043.raw"
223.1743,"hs0043.raw"
287.0814,"hs0043.raw"
168.1073,"hs0043.raw"
222.4418,"hs0043.raw"
313.7033,"hs0043.raw"
282.9663,"hs0043.raw"
350,"hs0043.raw"
191.0818,"hs0043.raw"
328.3937,"hs0043.raw"
319.653,"hs0043.raw"
251.207,"hs0043.raw"
350,"hs0043.raw"
240.7341,"hs0043.raw"
276.7926,"hs0043.raw"
296.146,"hs0043.raw"
279.1462,"hs0043.raw"
188.4848,"hs0043.raw"
254.5458,"hs0043.raw"
345.2151,"hs0043.raw"
347.1135,"hs0043.raw"
169.2598,"hs0043.raw"
140.8009,"hs0043.raw"
350,"hs0043.raw"
228.8366,"hs0043.raw"
350,"hs0043.raw"
274.8007,"hs0043.raw"
312.155,"hs0043.raw"
191.9344,"hs0043.raw"
298.7106,"hs0043.raw"
266.4598,"hs0043.raw"
279.3469,"hs0043.raw"
177.0032,"hs0043.raw"
225.4915,"hs0043.raw"
322.6348,"hs0043.raw"
226.4266,"hs0043.raw"
262.2253,"hs0043.raw"
307.9065,"hs0043.raw"
337.5943,"hs0043.raw"
178.0867,"hs0043.raw"
251.0151,"hs0043.raw"
277.5797,"hs0043.raw"
194.3359,"hs0043.raw"
150.7039,"hs0043.raw"
153.4118,"hs0043.raw"
194.7072,"hs0043.raw"
308.1425,"hs0043.raw"
350,"hs0043.raw"
313.7033,"hs0043.raw"
296.146,"hs0043.raw"
320.2101,"hs0043.raw"
279.1462,"hs0043.raw"
206.6547,"hs0043.raw"
251.207,"hs0043.raw"
249.2473,"hs0043.raw"
280.5387,"hs0043.raw"
248.2458,"hs0043.raw"
198.6742,"hs0043.raw"
140.0112,"hs0043.raw"
245.0571,"hs0043.raw"
158.8476,"hs0043.raw"
237.4799,"hs0043.raw"
169.2598,"hs0043.raw"
279.1462,"hs0043.raw"
314.4704,"hs0043.raw"
177.0032,"hs0043.raw"
350,"hs0043.raw"
339.7728,"hs0043.raw"
190.8192,"hs0043.raw"
260.8459,"hs0043.raw"
228.8366,"hs0043.raw"
350,"hs0043.raw"
225.1373,"hs0043.raw"
279.1462,"hs0043.raw"
298.7106,"hs0043.raw"
208.4343,"hs0043.raw"
298.7106,"hs0043.raw"
313.7033,"hs0043.raw"
281.1416,"hs0043.raw"
262.7466,"hs0043.raw"
244.2693,"hs0043.raw"
228.8366,"hs0043.raw"
83.11905,"hs0043.raw"
279.1462,"hs0043.raw"
127.9369,"hs0043.raw"
191.0818,"hs0043.raw"
215.0857,"hs0043.raw"
168.1149,"hs0043.raw"
186.9889,"hs0043.raw"
268.6598,"hs0043.raw"
251.4736,"hs0043.raw"
275.9583,"hs0043.raw"
206.6547,"hs0043.raw"
247.811,"hs0043.raw"
241.0471,"hs0043.raw"
231.4535,"hs0043.raw"
347.1135,"hs0043.raw"
200.6468,"hs0043.raw"
228.8366,"hs0043.raw"
192.3966,"hs0043.raw"
350,"hs0043.raw"
294.1324,"hs0043.raw"
276.7792,"hs0043.raw"
350,"hs0043.raw"
164.0527,"hs0043.raw"
289.0648,"hs0043.raw"
221.6823,"hs0043.raw"
142.3407,"hs0043.raw"
184.8004,"hs0043.raw"
209.2943,"hs0043.raw"
350,"hs0043.raw"
206.2345,"hs0043.raw"
220.9217,"hs0043.raw"
298.7106,"hs0043.raw"
198.4808,"hs0043.raw"
192.1583,"hs0043.raw"
313.7033,"hs0043.raw"
295.5771,"hs0043.raw"
328.3937,"hs0043.raw"
221.8356,"hs0043.raw"
273.2884,"hs0043.raw"
262.2253,"hs0043.raw"
221.2061,"hs0043.raw"
197.9392,"hs0043.raw"
261.9794,"hs0043.raw"
350,"hs0043.raw"
254.7374,"hs0043.raw"
229.9566,"hs0043.raw"
283.8836,"hs0043.raw"
323.0341,"hs0043.raw"
298.7106,"hs0043.raw"
216.2153,"hs0043.raw"
218.9724,"hs0043.raw"
260.8602,"hs0043.raw"
287.1524,"hs0043.raw"
202.6175,"hs0043.raw"
243.2432,"hs0043.raw"
350,"hs0043.raw"
221.6823,"hs0043.raw"
350,"hs0043.raw"
306.1187,"hs0043.raw"
202.3104,"hs0043.raw"
350,"hs0043.raw"
270.5608,"hs0043.raw"
190.8192,"hs0043.raw"
251.0582,"hs0043.raw"
305.8287,"hs0043.raw"
182.227,"hs0043.raw"
313.7033,"hs0043.raw"
112.2341,"hs0043.raw"
221.0711,"hs0043.raw"
271.7579,"hs0043.raw"
316.5243,"hs0043.raw"
272.1696,"hs0043.raw"
277.5797,"hs0043.raw"
298.7106,"hs0043.raw"
281.3397,"hs0043.raw"
350,"hs0043.raw"
240.1721,"hs0043.raw"
275.2645,"hs0043.raw"
218.5979,"hs0043.raw"
277.3046,"hs0043.raw"
231.4535,"hs0043.raw"
299.56,"hs0043.raw"
311.6058,"hs0043.raw"
344.311,"hs0043.raw"
130.5664,"hs0043.raw"
221.5408,"hs0043.raw"
284.5775,"hs0043.raw"
203.8432,"hs0043.raw"
214.7189,"hs0043.raw"
186.9889,"hs0043.raw"
244.2693,"hs0043.raw"
206.6547,"hs0043.raw"
112.9031,"hs0043.raw"
275.9583,"hs0043.raw"
350,"hs0043.raw"
314.4704,"hs0043.raw"
303.4174,"hs0043.raw"
231.8713,"hs0043.raw"
200.1254,"hs0043.raw"
260.5501,"hs0043.raw"
270.6225,"hs0043.raw"
276.7792,"hs0043.raw"
323.1839,"hs0043.raw"
147.7028,"hs0043.raw"
328.3937,"hs0043.raw"
263.0392,"hs0043.raw"
237.5954,"hs0043.raw"
202.3104,"hs0043.raw"
204.3146,"hs0043.raw"
232.6692,"hs0043.raw"
350,"hs0043.raw"
187.1151,"hs0043.raw"
280.5387,"hs0043.raw"
289.2697,"hs0043.raw"
252.3823,"hs0043.raw"
275.6059,"hs0043.raw"
320.1625,"hs0043.raw"
249.5,"hs0043.raw"
331.1694,"hs0043.raw"
286.2145,"hs0043.raw"
337.5573,"hs0043.raw"
254.923,"hs0043.raw"
236.3147,"hs0043.raw"
248.2458,"hs0043.raw"
267.5236,"hs0043.raw"
277.3046,"hs0043.raw"
284.3398,"hs0043.raw"
350,"hs0043.raw"
246.6937,"hs0043.raw"
194.7598,"hs0043.raw"
346.4913,"hs0043.raw"
284.4693,"hs0043.raw"
228.8366,"hs0043.raw"
307.9065,"hs0043.raw"
266.4598,"hs0043.raw"
221.6823,"hs0043.raw"
350,"hs0043.raw"
276.7792,"hs0043.raw"
306.1187,"hs0043.raw"
243.0343,"hs0043.raw"
222.3291,"hs0043.raw"
350,"hs0043.raw"
226.6919,"hs0043.raw"
337.6917,"hs0043.raw"
163.7648,"hs0043.raw"
162.9347,"hs0043.raw"
266.4598,"hs0043.raw"
344.311,"hs0043.raw"
243.6756,"hs0043.raw"
326.1225,"hs0043.raw"
350,"hs0043.raw"
301.1414,"hs0043.raw"
249.5,"hs0043.raw"
218.1427,"hs0043.raw"
294.1324,"hs0043.raw"
350,"hs0043.raw"
286.8383,"hs0043.raw"
263.0392,"hs0043.raw"
242.5184,"hs0043.raw"
133.7746,"hs0043.raw"
288.0233,"hs0043.raw"
210.5858,"hs0043.raw"
350,"hs0043.raw"
320.2101,"hs0043.raw"
307.9065,"hs0043.raw"
302.2595,"hs0043.raw"
179.5875,"hs0043.raw"
276.7792,"hs0043.raw"
240.0317,"hs0043.raw"
350,"hs0043.raw"
296.146,"hs0043.raw"
261.9794,"hs0043.raw"
263.158,"hs0043.raw"
214.7189,"hs0043.raw"
138.554,"hs0043.raw"
276.7792,"hs0043.raw"
177.0032,"hs0043.raw"
252.3823,"hs0043.raw"
206.2939,"hs0043.raw"
186.7288,"hs0043.raw"
202.3104,"hs0043.raw"
181.0582,"hs0043.raw"
303.4174,"hs0043.raw"
323.1839,"hs0043.raw"
198.9433,"hs0043.raw"
313.7033,"hs0043.raw"
349.6323,"hs0043.raw"
333.2603,"hs0043.raw"
296.9512,"hs0043.raw"
292.6515,"hs0043.raw"
260.5501,"hs0043.raw"
306.6526,"hs0043.raw"
276.7792,"hs0043.raw"
297.8265,"hs0043.raw"
185.0597,"hs0043.raw"
313.3015,"hs0043.raw"
266.4598,"hs0043.raw"
312.1018,"hs0043.raw"
252.3823,"hs0043.raw"
184.8004,"hs0043.raw"
239.0275,"hs0043.raw"
177.0032,"hs0043.raw"
252.3823,"hs0043.raw"
218.2435,"hs0043.raw"
350,"hs0043.raw"
272.1696,"hs0043.raw"
222.3291,"hs0043.raw"
258.3342,"hs0043.raw"
130.2505,"hs0043.raw"
176.8748,"hs0043.raw"
207.8453,"hs0043.raw"
300.1369,"hs0043.raw"
211.8818,"hs0043.raw"
350,"hs0043.raw"
218.5979,"hs0043.raw"
350,"hs0043.raw"
232.231,"hs0043.raw"
321.1624,"hs0043.raw"
323.3585,"hs0043.raw"
197.9392,"hs0043.raw"
184.8004,"hs0043.raw"
350,"hs0043.raw"
312.1018,"hs0043.raw"
237.5954,"hs0043.raw"
179.7179,"hs0043.raw"
350,"hs0043.raw"
230.7557,"hs0043.raw"
191.4957,"hs0043.raw"
286.2145,"hs0043.raw"
350,"hs0043.raw"
164.44,"hs0043.raw"
312.7146,"hs0043.raw"
228.8366,"hs0043.raw"
260.5501,"hs0043.raw"
299.56,"hs0043.raw"
325.6789,"hs0043.raw"
264.4839,"hs0043.raw"
307.9065,"hs0043.raw"
244.2693,"hs0043.raw"
334.9283,"hs0043.raw"
312.1018,"hs0043.raw"
276.1139,"hs0043.raw"
188.4848,"hs0043.raw"
261.9794,"hs0043.raw"
258.3342,"hs0043.raw"
350,"hs0043.raw"
249.0498,"hs0043.raw"
228.2082,"hs0043.raw"
350,"hs0043.raw"
136.037,"hs0043.raw"
182.3757,"hs0043.raw"
328.3937,"hs0043.raw"
292.6515,"hs0043.raw"
265.8282,"hs0043.raw"
350,"hs0043.raw"
275.6059,"hs0043.raw"
345.2151,"hs0043.raw"
271.8422,"hs0043.raw"
244.4923,"hs0043.raw"
289.0648,"hs0043.raw"
254.5458,"hs0043.raw"
202.3104,"hs0043.raw"
259.6064,"hs0043.raw"
224.4003,"hs0043.raw"
313.7033,"hs0043.raw"
149.1121,"hs0043.raw"
236.3147,"hs0043.raw"
298.7106,"hs0043.raw"
276.7792,"hs0043.raw"
339.8801,"hs0043.raw"
350,"hs0043.raw"
237.5954,"hs0043.raw"
218.1427,"hs0043.raw"
334.9283,"hs0043.raw"
350,"hs0043.raw"
327.7302,"hs0043.raw"
199.2186,"hs0043.raw"
171.1158,"hs0043.raw"
228.881,"hs0043.raw"
224.4003,"hs0043.raw"
276.7792,"hs0043.raw"
337.5573,"hs0043.raw"
165.3622,"hs0043.raw"
237.4799,"hs0043.raw"
296.146,"hs0043.raw"
235.5659,"hs0043.raw"
323.0341,"hs0043.raw"
298.7106,"hs0043.raw"
157.8454,"hs0043.raw"
287.0814,"hs0043.raw"
298.7106,"hs0043.raw"
350,"hs0043.raw"
313.7033,"hs0043.raw"
302.6908,"hs0043.raw"
323.843,"hs0043.raw"
181.0582,"hs0043.raw"
252.3823,"hs0043.raw"
276.7792,"hs0043.raw"
211.8818,"hs0043.raw"
263.0392,"hs0043.raw"
260.5501,"hs0043.raw"
211.8818,"hs0043.raw"
263.158,"hs0043.raw"
314.4704,"hs0043.raw"
251.0582,"hs0043.raw"
271.8422,"hs0043.raw"
287.1524,"hs0043.raw"
222.4418,"hs0043.raw"
327.7302,"hs0043.raw"
287.1524,"hs0043.raw"
316.5893,"hs0043.raw"
161.1426,"hs0043.raw"
231.3787,"hs0043.raw"
313.7033,"hs0043.raw"
171.1158,"hs0043.raw"
257.7934,"hs0043.raw"
209.6308,"hs0043.raw"
176.4478,"hs0043.raw"
245.0571,"hs0043.raw"
350,"hs0043.raw"
287.0814,"hs0043.raw"
182.227,"hs0043.raw"
206.6547,"hs0043.raw"
183.0951,"hs0043.raw"
319.8219,"hs0043.raw"
206.8104,"hs0043.raw"
177.0032,"hs0043.raw"
350,"hs0043.raw"
266.7538,"hs0043.raw"
214.7189,"hs0043.raw"
202.3104,"hs0043.raw"
323.843,"hs0043.raw"
221.0711,"hs0043.raw"
350,"hs0043.raw"
336.748,"hs0043.raw"
185.7169,"hs0043.raw"
294.1324,"hs0043.raw"
254.923,"hs0043.raw"
254.923,"hs0043.raw"
350,"hs0043.raw"
276.7792,"hs0043.raw"
153.2857,"hs0043.raw"
267.5236,"hs0043.raw"
228.2082,"hs0043.raw"
249.2473,"hs0043.raw"
129.356,"hs0043.raw"
276.7792,"hs0043.raw"
350,"hs0043.raw"
164.5042,"hs0043.raw"
313.7033,"hs0043.raw"
124.5699,"hs0043.raw"
246.6937,"hs0043.raw"
289.2697,"hs0043.raw"
237.4799,"hs0043.raw"
314.1694,"hs0043.raw"
328.3937,"hs0043.raw"
350,"hs0043.raw"
202.3104,"hs0043.raw"
334.9283,"hs0043.raw"
346.8271,"hs0043.raw"
185.7212,"hs0043.raw"
220.9217,"hs0043.raw"
313.7033,"hs0043.raw"
166.3635,"hs0043.raw"
150.7039,"hs0043.raw"
350,"hs0043.raw"
252.3823,"hs0043.raw"
267.5236,"hs0043.raw"
232.6692,"hs0043.raw"
350,"hs0043.raw"
228.881,"hs0043.raw"
262.2253,"hs0043.raw"
307.1635,"hs0043.raw"
296.1606,"hs0043.raw"
226.4266,"hs0043.raw"
250.8084,"hs0043.raw"
230.6931,"hs0043.raw"
337.6917,"hs0043.raw"
138.1727,"hs0043.raw"
270.6225,"hs0043.raw"
254.7374,"hs0043.raw"
258.4294,"hs0043.raw"
184.8004,"hs0043.raw"
295.5771,"hs0043.raw"
271.0751,"hs0043.raw"
266.7483,"hs0043.raw"
312.155,"hs0043.raw"
188.5623,"hs0043.raw"
204.5391,"hs0043.raw"
191.9344,"hs0043.raw"
220.9217,"hs0043.raw"
251.0151,"hs0043.raw"
215.1714,"hs0043.raw"
243.6756,"hs0043.raw"
177.279,"hs0043.raw"
287.0814,"hs0043.raw"
220.9217,"hs0043.raw"
