"PSM.Score","rf"
186.9249,"hs0100.raw"
239.9186,"hs0100.raw"
284.0927,"hs0100.raw"
183.9643,"hs0100.raw"
244.0735,"hs0100.raw"
160.9737,"hs0100.raw"
138.4062,"hs0100.raw"
270.3478,"hs0100.raw"
196.1326,"hs0100.raw"
138.831,"hs0100.raw"
250.8044,"hs0100.raw"
153.9046,"hs0100.raw"
210.3955,"hs0100.raw"
228.625,"hs0100.raw"
308.0197,"hs0100.raw"
302.3196,"hs0100.raw"
276.5464,"hs0100.raw"
186.9249,"hs0100.raw"
254.5049,"hs0100.raw"
260.6343,"hs0100.raw"
172.0754,"hs0100.raw"
348.1994,"hs0100.raw"
250.8044,"hs0100.raw"
327.4843,"hs0100.raw"
237.3628,"hs0100.raw"
179.2522,"hs0100.raw"
311.8055,"hs0100.raw"
293.2568,"hs0100.raw"
334.9865,"hs0100.raw"
218.761,"hs0100.raw"
350,"hs0100.raw"
159.8597,"hs0100.raw"
108.3598,"hs0100.raw"
239.8202,"hs0100.raw"
128.3155,"hs0100.raw"
224.1888,"hs0100.raw"
342.2632,"hs0100.raw"
127.1225,"hs0100.raw"
348.3642,"hs0100.raw"
260.6065,"hs0100.raw"
184.6101,"hs0100.raw"
220.8596,"hs0100.raw"
211.6914,"hs0100.raw"
350,"hs0100.raw"
286.8274,"hs0100.raw"
248.2853,"hs0100.raw"
300.2906,"hs0100.raw"
350,"hs0100.raw"
308.0197,"hs0100.raw"
167.9382,"hs0100.raw"
275.7058,"hs0100.raw"
281.107,"hs0100.raw"
148.9641,"hs0100.raw"
186.6231,"hs0100.raw"
291.2478,"hs0102.raw"
251.6843,"hs0102.raw"
266.3725,"hs0102.raw"
218.0508,"hs0102.raw"
223.3672,"hs0102.raw"
298.9214,"hs0102.raw"
303.6457,"hs0102.raw"
323.4297,"hs0102.raw"
287.2921,"hs0102.raw"
276.9724,"hs0102.raw"
335.2166,"hs0102.raw"
256.6595,"hs0102.raw"
269.7568,"hs0102.raw"
283.8002,"hs0102.raw"
294.343,"hs0102.raw"
147.8255,"hs0102.raw"
276.1689,"hs0102.raw"
248.7107,"hs0102.raw"
335.503,"hs0102.raw"
312.3832,"hs0102.raw"
238.7,"hs0102.raw"
229.0738,"hs0102.raw"
348.58,"hs0102.raw"
110.6557,"hs0102.raw"
313.914,"hs0102.raw"
140.9061,"hs0102.raw"
329.2774,"hs0102.raw"
252.5754,"hs0102.raw"
350,"hs0102.raw"
276.9724,"hs0102.raw"
238.7,"hs0102.raw"
235.0977,"hs0102.raw"
208.6098,"hs0102.raw"
246.4264,"hs0102.raw"
350,"hs0102.raw"
305.4324,"hs0102.raw"
214.4058,"hs0102.raw"
331.4151,"hs0102.raw"
272.0993,"hs0102.raw"
273.5715,"hs0102.raw"
251.6843,"hs0102.raw"
254.6412,"hs0102.raw"
187.1292,"hs0102.raw"
225.6846,"hs0102.raw"
229.0122,"hs0102.raw"
238.7,"hs0102.raw"
191.2396,"hs0102.raw"
335.1742,"hs0102.raw"
314.9442,"hs0102.raw"
134.8911,"hs0102.raw"
279.3569,"hs0102.raw"
302.9364,"hs0102.raw"
350,"hs0102.raw"
345.1613,"hs0102.raw"
348.7416,"hs0102.raw"
240.2072,"hs0102.raw"
298.9214,"hs0102.raw"
227.0288,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
349.913,"hs0102.raw"
299.7882,"hs0102.raw"
152.8591,"hs0102.raw"
276.1689,"hs0102.raw"
335.1742,"hs0102.raw"
350,"hs0102.raw"
202.4682,"hs0102.raw"
287.7047,"hs0102.raw"
261.8057,"hs0102.raw"
309.9321,"hs0102.raw"
313.914,"hs0102.raw"
191.1757,"hs0102.raw"
190.9771,"hs0102.raw"
206.9303,"hs0102.raw"
350,"hs0102.raw"
210.7437,"hs0102.raw"
323.6214,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
248.4388,"hs0102.raw"
328.622,"hs0102.raw"
209.4696,"hs0102.raw"
294.136,"hs0102.raw"
350,"hs0102.raw"
335.045,"hs0102.raw"
283.1942,"hs0102.raw"
350,"hs0102.raw"
289.4979,"hs0102.raw"
254.9304,"hs0102.raw"
347.0905,"hs0102.raw"
298.9214,"hs0102.raw"
258.2389,"hs0102.raw"
313.914,"hs0102.raw"
139.1013,"hs0102.raw"
350,"hs0102.raw"
244.4605,"hs0102.raw"
323.4297,"hs0102.raw"
187.5405,"hs0102.raw"
237.8143,"hs0102.raw"
214.4058,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
237.2469,"hs0102.raw"
313.914,"hs0102.raw"
284.0941,"hs0102.raw"
350,"hs0102.raw"
201.5643,"hs0102.raw"
350,"hs0102.raw"
142.4634,"hs0102.raw"
277.7904,"hs0102.raw"
298.9214,"hs0102.raw"
218.0508,"hs0102.raw"
277.7904,"hs0102.raw"
336.9938,"hs0102.raw"
269.7568,"hs0102.raw"
299.7882,"hs0102.raw"
238.7,"hs0102.raw"
237.6728,"hs0102.raw"
219.1478,"hs0102.raw"
350,"hs0102.raw"
300.3825,"hs0102.raw"
350,"hs0102.raw"
268.8529,"hs0102.raw"
256.6595,"hs0102.raw"
340.5835,"hs0102.raw"
350,"hs0102.raw"
276.9724,"hs0102.raw"
350,"hs0102.raw"
298.9214,"hs0102.raw"
215.2787,"hs0102.raw"
182.3174,"hs0102.raw"
240.0616,"hs0102.raw"
306.8983,"hs0102.raw"
229.3593,"hs0102.raw"
350,"hs0102.raw"
313.914,"hs0102.raw"
196.4422,"hs0102.raw"
335.045,"hs0102.raw"
184.9755,"hs0102.raw"
335.1742,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
210.7437,"hs0102.raw"
240.2072,"hs0102.raw"
345.4608,"hs0102.raw"
335.045,"hs0102.raw"
350,"hs0102.raw"
289.4979,"hs0102.raw"
204.4724,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
255.9045,"hs0102.raw"
335.2166,"hs0102.raw"
237.6728,"hs0102.raw"
311.4332,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
210.7437,"hs0102.raw"
172.3848,"hs0102.raw"
313.914,"hs0102.raw"
298.9214,"hs0102.raw"
166.4863,"hs0102.raw"
336.2692,"hs0102.raw"
287.3295,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
315.9067,"hs0102.raw"
298.9214,"hs0102.raw"
313.914,"hs0102.raw"
350,"hs0102.raw"
268.8529,"hs0102.raw"
163.075,"hs0102.raw"
101.8716,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
329.2774,"hs0102.raw"
298.9214,"hs0102.raw"
263.2323,"hs0102.raw"
321.7781,"hs0102.raw"
300.9396,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
273.5715,"hs0102.raw"
221.0972,"hs0102.raw"
312.3832,"hs0102.raw"
350,"hs0102.raw"
263.2323,"hs0102.raw"
276.9724,"hs0102.raw"
287.2921,"hs0102.raw"
186.9037,"hs0102.raw"
313.914,"hs0102.raw"
209.0247,"hs0102.raw"
350,"hs0102.raw"
175.1479,"hs0102.raw"
335.045,"hs0102.raw"
251.3999,"hs0102.raw"
348.7416,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
177.0151,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
312.3832,"hs0102.raw"
153.5518,"hs0102.raw"
313.914,"hs0102.raw"
307.1982,"hs0102.raw"
308.1483,"hs0102.raw"
266.9816,"hs0102.raw"
271.9859,"hs0102.raw"
313.914,"hs0102.raw"
268.7966,"hs0102.raw"
242.7114,"hs0102.raw"
336.9938,"hs0102.raw"
324.0888,"hs0102.raw"
218.3006,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
281.5328,"hs0102.raw"
303.6457,"hs0102.raw"
238.7,"hs0102.raw"
260.7607,"hs0102.raw"
225.0121,"hs0102.raw"
258.6401,"hs0102.raw"
216.4082,"hs0102.raw"
235.5893,"hs0102.raw"
232.0642,"hs0102.raw"
272.3801,"hs0102.raw"
206.9303,"hs0102.raw"
298.9214,"hs0102.raw"
350,"hs0102.raw"
340.2766,"hs0102.raw"
313.914,"hs0102.raw"
243.8687,"hs0102.raw"
240.2072,"hs0102.raw"
350,"hs0102.raw"
299.7882,"hs0102.raw"
323.4297,"hs0102.raw"
266.6704,"hs0102.raw"
323.4297,"hs0102.raw"
350,"hs0102.raw"
320.4081,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
284.0941,"hs0102.raw"
303.6457,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
164.5802,"hs0102.raw"
250.2118,"hs0102.raw"
350,"hs0102.raw"
283.5321,"hs0102.raw"
198.9252,"hs0102.raw"
350,"hs0102.raw"
206.6466,"hs0102.raw"
350,"hs0102.raw"
262.9891,"hs0102.raw"
273.4268,"hs0102.raw"
314.9442,"hs0102.raw"
348.7416,"hs0102.raw"
228.7523,"hs0102.raw"
350,"hs0102.raw"
290.1179,"hs0102.raw"
350,"hs0102.raw"
176.7082,"hs0102.raw"
186.9893,"hs0102.raw"
244.4624,"hs0102.raw"
244.3556,"hs0102.raw"
272.0993,"hs0102.raw"
350,"hs0102.raw"
319.8812,"hs0102.raw"
244.4624,"hs0102.raw"
297.1618,"hs0102.raw"
287.7949,"hs0102.raw"
289.4979,"hs0102.raw"
261.0215,"hs0102.raw"
221.0972,"hs0102.raw"
303.3363,"hs0102.raw"
237.0601,"hs0102.raw"
264.8034,"hs0102.raw"
267.7342,"hs0102.raw"
307.2145,"hs0102.raw"
295.2362,"hs0102.raw"
200.8047,"hs0102.raw"
287.2921,"hs0102.raw"
243.2448,"hs0102.raw"
350,"hs0102.raw"
229.0122,"hs0102.raw"
287.2921,"hs0102.raw"
204.4724,"hs0102.raw"
225.6846,"hs0102.raw"
350,"hs0102.raw"
294.8627,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
263.2323,"hs0102.raw"
350,"hs0102.raw"
276.9724,"hs0102.raw"
283.1942,"hs0102.raw"
258.6401,"hs0102.raw"
350,"hs0102.raw"
328.0259,"hs0102.raw"
243.8687,"hs0102.raw"
244.4605,"hs0102.raw"
312.3832,"hs0102.raw"
287.7949,"hs0102.raw"
251.3999,"hs0102.raw"
206.8127,"hs0102.raw"
231.6289,"hs0102.raw"
290.1179,"hs0102.raw"
313.914,"hs0102.raw"
225.4995,"hs0102.raw"
298.9214,"hs0102.raw"
224.5758,"hs0102.raw"
212.0397,"hs0102.raw"
328.622,"hs0102.raw"
164.5802,"hs0102.raw"
350,"hs0102.raw"
262.142,"hs0102.raw"
221.0972,"hs0102.raw"
287.2921,"hs0102.raw"
350,"hs0102.raw"
232.8446,"hs0102.raw"
267.2521,"hs0102.raw"
266.6704,"hs0102.raw"
350,"hs0102.raw"
315.9067,"hs0102.raw"
350,"hs0102.raw"
266.6704,"hs0102.raw"
206.8347,"hs0102.raw"
214.8943,"hs0102.raw"
212.0397,"hs0102.raw"
313.0943,"hs0102.raw"
255.9045,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
252.5754,"hs0102.raw"
300.3825,"hs0102.raw"
335.045,"hs0102.raw"
299.5483,"hs0102.raw"
251.9527,"hs0102.raw"
206.3748,"hs0102.raw"
323.4297,"hs0102.raw"
258.2389,"hs0102.raw"
346.1618,"hs0102.raw"
212.0255,"hs0102.raw"
229.0122,"hs0102.raw"
350,"hs0102.raw"
160.5103,"hs0102.raw"
298.9214,"hs0102.raw"
179.8756,"hs0102.raw"
150.634,"hs0102.raw"
335.045,"hs0102.raw"
184.3504,"hs0102.raw"
350,"hs0102.raw"
314.4152,"hs0102.raw"
323.2972,"hs0102.raw"
204.4724,"hs0102.raw"
202.4682,"hs0102.raw"
335.2166,"hs0102.raw"
325.6271,"hs0102.raw"
314.7162,"hs0102.raw"
306.8983,"hs0102.raw"
287.2921,"hs0102.raw"
163.1346,"hs0102.raw"
238.7,"hs0102.raw"
222.0286,"hs0102.raw"
255.116,"hs0102.raw"
221.0972,"hs0102.raw"
169.4001,"hs0102.raw"
342.7665,"hs0102.raw"
350,"hs0102.raw"
327.976,"hs0102.raw"
248.4388,"hs0102.raw"
350,"hs0102.raw"
335.045,"hs0102.raw"
302.7843,"hs0102.raw"
312.3476,"hs0102.raw"
335.1742,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
313.914,"hs0102.raw"
313.914,"hs0102.raw"
196.4422,"hs0102.raw"
210.7437,"hs0102.raw"
235.7589,"hs0102.raw"
313.914,"hs0102.raw"
235.7589,"hs0102.raw"
232.0642,"hs0102.raw"
298.9214,"hs0102.raw"
298.9214,"hs0102.raw"
350,"hs0102.raw"
178.227,"hs0102.raw"
230.2378,"hs0102.raw"
325.6271,"hs0102.raw"
228.4012,"hs0102.raw"
298.9214,"hs0102.raw"
287.7545,"hs0102.raw"
230.1319,"hs0102.raw"
229.0738,"hs0102.raw"
251.3999,"hs0102.raw"
350,"hs0102.raw"
240.2072,"hs0102.raw"
268.7966,"hs0102.raw"
348.7416,"hs0102.raw"
202.4682,"hs0102.raw"
333.6136,"hs0102.raw"
214.4058,"hs0102.raw"
291.0539,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
336.1448,"hs0102.raw"
313.914,"hs0102.raw"
287.2921,"hs0102.raw"
254.7563,"hs0102.raw"
266.6704,"hs0102.raw"
323.6692,"hs0102.raw"
221.0972,"hs0102.raw"
225.0121,"hs0102.raw"
244.1485,"hs0102.raw"
340.1432,"hs0102.raw"
350,"hs0102.raw"
292.3971,"hs0102.raw"
262.142,"hs0102.raw"
187.2728,"hs0102.raw"
259.319,"hs0102.raw"
350,"hs0102.raw"
252.5754,"hs0102.raw"
271.9859,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
270.7539,"hs0102.raw"
238.7,"hs0102.raw"
209.4696,"hs0102.raw"
244.4624,"hs0102.raw"
335.045,"hs0102.raw"
240.2072,"hs0102.raw"
328.622,"hs0102.raw"
150.8328,"hs0102.raw"
296.3392,"hs0102.raw"
270.7539,"hs0102.raw"
254.7563,"hs0102.raw"
347.0905,"hs0102.raw"
350,"hs0102.raw"
255.9045,"hs0102.raw"
348.7416,"hs0102.raw"
188.6252,"hs0102.raw"
283.1942,"hs0102.raw"
350,"hs0102.raw"
336.9938,"hs0102.raw"
255.9045,"hs0102.raw"
350,"hs0102.raw"
238.7,"hs0102.raw"
289.3887,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
238.7,"hs0102.raw"
177.1435,"hs0102.raw"
350,"hs0102.raw"
254.9304,"hs0102.raw"
350,"hs0102.raw"
251.1906,"hs0102.raw"
350,"hs0102.raw"
320.6132,"hs0102.raw"
335.1742,"hs0102.raw"
350,"hs0102.raw"
142.0993,"hs0102.raw"
165.4564,"hs0102.raw"
230.0376,"hs0102.raw"
194.8824,"hs0102.raw"
264.4865,"hs0102.raw"
350,"hs0102.raw"
298.9214,"hs0102.raw"
313.914,"hs0102.raw"
348.7416,"hs0102.raw"
337.9374,"hs0102.raw"
350,"hs0102.raw"
233.8927,"hs0102.raw"
237.6728,"hs0102.raw"
290.1179,"hs0102.raw"
279.3569,"hs0102.raw"
287.7949,"hs0102.raw"
254.7563,"hs0102.raw"
128.0247,"hs0102.raw"
312.6209,"hs0102.raw"
294.343,"hs0102.raw"
281.5328,"hs0102.raw"
171.0361,"hs0102.raw"
221.0972,"hs0102.raw"
323.912,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
263.3511,"hs0102.raw"
263.2323,"hs0102.raw"
229.0122,"hs0102.raw"
342.8612,"hs0102.raw"
313.914,"hs0102.raw"
254.7563,"hs0102.raw"
350,"hs0102.raw"
273.2624,"hs0102.raw"
238.7,"hs0102.raw"
214.6957,"hs0102.raw"
312.3832,"hs0102.raw"
313.914,"hs0102.raw"
287.2921,"hs0102.raw"
238.7,"hs0102.raw"
244.4624,"hs0102.raw"
238.7,"hs0102.raw"
293.9704,"hs0102.raw"
229.0738,"hs0102.raw"
245.5637,"hs0102.raw"
277.5326,"hs0102.raw"
207.7006,"hs0102.raw"
262.142,"hs0102.raw"
298.9214,"hs0102.raw"
350,"hs0102.raw"
218.0508,"hs0102.raw"
255.116,"hs0102.raw"
194.8824,"hs0102.raw"
209.7489,"hs0102.raw"
194.9176,"hs0102.raw"
287.7949,"hs0102.raw"
230.2378,"hs0102.raw"
266.6704,"hs0102.raw"
238.7,"hs0102.raw"
187.2197,"hs0102.raw"
268.8529,"hs0102.raw"
279.5749,"hs0102.raw"
248.4388,"hs0102.raw"
337.9374,"hs0102.raw"
229.0122,"hs0102.raw"
243.4187,"hs0102.raw"
262.1725,"hs0102.raw"
214.8943,"hs0102.raw"
350,"hs0102.raw"
229.0122,"hs0102.raw"
185.8963,"hs0102.raw"
202.4682,"hs0102.raw"
238.7,"hs0102.raw"
211.3814,"hs0102.raw"
266.6704,"hs0102.raw"
350,"hs0102.raw"
274.0112,"hs0102.raw"
235.5893,"hs0102.raw"
262.1725,"hs0102.raw"
260.7607,"hs0102.raw"
350,"hs0102.raw"
272.3801,"hs0102.raw"
276.9724,"hs0102.raw"
202.563,"hs0102.raw"
298.9214,"hs0102.raw"
302.4702,"hs0102.raw"
291.2478,"hs0102.raw"
243.4187,"hs0102.raw"
337.8205,"hs0102.raw"
266.6704,"hs0102.raw"
231.6289,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
263.2323,"hs0102.raw"
302.9783,"hs0102.raw"
242.7945,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
238.7,"hs0102.raw"
334.1324,"hs0102.raw"
320.4081,"hs0102.raw"
281.5328,"hs0102.raw"
345.4608,"hs0102.raw"
281.7886,"hs0102.raw"
256.4418,"hs0102.raw"
331.3169,"hs0102.raw"
258.6401,"hs0102.raw"
335.045,"hs0102.raw"
206.8127,"hs0102.raw"
154.1753,"hs0102.raw"
200.8047,"hs0102.raw"
157.7286,"hs0102.raw"
298.9214,"hs0102.raw"
229.0122,"hs0102.raw"
242.1409,"hs0102.raw"
323.8885,"hs0102.raw"
303.6457,"hs0102.raw"
298.9214,"hs0102.raw"
298.9214,"hs0102.raw"
188.6252,"hs0102.raw"
348.7416,"hs0102.raw"
218.3006,"hs0102.raw"
144.3243,"hs0102.raw"
222.5219,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
313.9368,"hs0102.raw"
315.4675,"hs0102.raw"
276.1689,"hs0102.raw"
280.7668,"hs0102.raw"
268.8529,"hs0102.raw"
350,"hs0102.raw"
248.4388,"hs0102.raw"
272.0703,"hs0102.raw"
244.3556,"hs0102.raw"
337.8127,"hs0102.raw"
214.4058,"hs0102.raw"
258.6401,"hs0102.raw"
268.7966,"hs0102.raw"
268.7966,"hs0102.raw"
250.3837,"hs0102.raw"
207.4764,"hs0102.raw"
248.4388,"hs0102.raw"
160.1304,"hs0102.raw"
350,"hs0102.raw"
194.8824,"hs0102.raw"
232.8446,"hs0102.raw"
350,"hs0102.raw"
280.2569,"hs0102.raw"
277.7904,"hs0102.raw"
276.1689,"hs0102.raw"
331.4151,"hs0102.raw"
262.9891,"hs0102.raw"
350,"hs0102.raw"
243.4187,"hs0102.raw"
263.2323,"hs0102.raw"
303.6457,"hs0102.raw"
276.2083,"hs0102.raw"
335.1742,"hs0102.raw"
277.5326,"hs0102.raw"
267.7342,"hs0102.raw"
328.622,"hs0102.raw"
307.2145,"hs0102.raw"
294.8627,"hs0102.raw"
253.0219,"hs0102.raw"
350,"hs0102.raw"
272.3801,"hs0102.raw"
338.119,"hs0102.raw"
207.7847,"hs0102.raw"
303.3363,"hs0102.raw"
350,"hs0102.raw"
225.6846,"hs0102.raw"
177.1435,"hs0102.raw"
238.7,"hs0102.raw"
350,"hs0102.raw"
287.7949,"hs0102.raw"
350,"hs0102.raw"
313.914,"hs0102.raw"
315.6467,"hs0102.raw"
323.2972,"hs0102.raw"
174.6477,"hs0102.raw"
270.8023,"hs0102.raw"
263.2323,"hs0102.raw"
314.4152,"hs0102.raw"
350,"hs0102.raw"
280.4208,"hs0102.raw"
350,"hs0102.raw"
182.5335,"hs0102.raw"
342.7665,"hs0102.raw"
311.2332,"hs0102.raw"
182.3174,"hs0102.raw"
272.3801,"hs0102.raw"
229.0738,"hs0102.raw"
348.58,"hs0102.raw"
350,"hs0102.raw"
245.2675,"hs0102.raw"
160.1304,"hs0102.raw"
350,"hs0102.raw"
329.9379,"hs0102.raw"
348.7416,"hs0102.raw"
228.3826,"hs0102.raw"
323.912,"hs0102.raw"
319.8812,"hs0102.raw"
348.7416,"hs0102.raw"
210.2059,"hs0102.raw"
350,"hs0102.raw"
261.0706,"hs0102.raw"
350,"hs0102.raw"
313.914,"hs0102.raw"
230.2378,"hs0102.raw"
117.0749,"hs0102.raw"
284.0941,"hs0102.raw"
303.6457,"hs0102.raw"
335.1742,"hs0102.raw"
312.3476,"hs0102.raw"
252.1825,"hs0102.raw"
209.4696,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
209.4696,"hs0102.raw"
287.7949,"hs0102.raw"
269.1978,"hs0102.raw"
312.3832,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
276.9724,"hs0102.raw"
335.045,"hs0102.raw"
350,"hs0102.raw"
321.1156,"hs0102.raw"
287.3295,"hs0102.raw"
350,"hs0102.raw"
337.9374,"hs0102.raw"
254.9304,"hs0102.raw"
350,"hs0102.raw"
271.9859,"hs0102.raw"
251.2687,"hs0102.raw"
305.3676,"hs0102.raw"
266.7182,"hs0102.raw"
298.9214,"hs0102.raw"
336.9938,"hs0102.raw"
238.7,"hs0102.raw"
350,"hs0102.raw"
269.7568,"hs0102.raw"
230.2378,"hs0102.raw"
336.9938,"hs0102.raw"
244.7027,"hs0102.raw"
350,"hs0102.raw"
337.8127,"hs0102.raw"
273.5164,"hs0102.raw"
350,"hs0102.raw"
229.0122,"hs0102.raw"
306.4945,"hs0102.raw"
350,"hs0102.raw"
300.3825,"hs0102.raw"
350,"hs0102.raw"
212.0397,"hs0102.raw"
206.3017,"hs0102.raw"
312.3832,"hs0102.raw"
228.4012,"hs0102.raw"
132.2591,"hs0102.raw"
298.9214,"hs0102.raw"
269.7568,"hs0102.raw"
229.0122,"hs0102.raw"
188.6526,"hs0102.raw"
244.624,"hs0102.raw"
311.2632,"hs0102.raw"
296.5022,"hs0102.raw"
229.0122,"hs0102.raw"
350,"hs0102.raw"
238.7,"hs0102.raw"
350,"hs0102.raw"
312.3476,"hs0102.raw"
350,"hs0102.raw"
230.7272,"hs0102.raw"
268.7966,"hs0102.raw"
348.7416,"hs0102.raw"
350,"hs0102.raw"
194.8824,"hs0102.raw"
350,"hs0102.raw"
276.1689,"hs0102.raw"
299.4533,"hs0102.raw"
337.9374,"hs0102.raw"
188.7374,"hs0102.raw"
350,"hs0102.raw"
218.3006,"hs0102.raw"
323.6214,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
287.363,"hs0102.raw"
283.1942,"hs0102.raw"
235.7589,"hs0102.raw"
298.9214,"hs0102.raw"
243.4187,"hs0102.raw"
184.9582,"hs0102.raw"
335.045,"hs0102.raw"
249.2253,"hs0102.raw"
348.7416,"hs0102.raw"
249.2253,"hs0102.raw"
298.9214,"hs0102.raw"
350,"hs0102.raw"
306.912,"hs0102.raw"
226.6019,"hs0102.raw"
349.913,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
202.4682,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
276.1689,"hs0102.raw"
242.7945,"hs0102.raw"
320.4558,"hs0102.raw"
350,"hs0102.raw"
298.9214,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
310.6339,"hs0102.raw"
235.5893,"hs0102.raw"
335.045,"hs0102.raw"
313.914,"hs0102.raw"
298.9214,"hs0102.raw"
350,"hs0102.raw"
224.5758,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
218.3006,"hs0102.raw"
298.9214,"hs0102.raw"
298.9214,"hs0102.raw"
315.9067,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
189.0961,"hs0102.raw"
287.363,"hs0102.raw"
323.912,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
316.0005,"hs0102.raw"
251.3999,"hs0102.raw"
271.2856,"hs0102.raw"
350,"hs0102.raw"
302.7843,"hs0102.raw"
218.0508,"hs0102.raw"
298.9214,"hs0102.raw"
230.2378,"hs0102.raw"
264.5379,"hs0102.raw"
257.2866,"hs0102.raw"
227.0288,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
244.4605,"hs0102.raw"
185.3215,"hs0102.raw"
313.914,"hs0102.raw"
232.8446,"hs0102.raw"
119.4448,"hs0102.raw"
251.3999,"hs0102.raw"
319.8812,"hs0102.raw"
213.3349,"hs0102.raw"
187.5431,"hs0102.raw"
313.914,"hs0102.raw"
350,"hs0102.raw"
230.3009,"hs0102.raw"
251.9527,"hs0102.raw"
266.9962,"hs0102.raw"
187.1292,"hs0102.raw"
246.88,"hs0102.raw"
268.8529,"hs0102.raw"
170.2823,"hs0102.raw"
230.1319,"hs0102.raw"
277.5326,"hs0102.raw"
206.3017,"hs0102.raw"
237.7884,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
263.2323,"hs0102.raw"
336.9938,"hs0102.raw"
308.4843,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
337.8127,"hs0102.raw"
245.2675,"hs0102.raw"
214.4058,"hs0102.raw"
287.7949,"hs0102.raw"
294.343,"hs0102.raw"
277.7904,"hs0102.raw"
235.7589,"hs0102.raw"
180.4342,"hs0102.raw"
336.9938,"hs0102.raw"
226.6019,"hs0102.raw"
313.914,"hs0102.raw"
350,"hs0102.raw"
298.9214,"hs0102.raw"
330.0477,"hs0102.raw"
212.0397,"hs0102.raw"
163.1346,"hs0102.raw"
306.3468,"hs0102.raw"
328.622,"hs0102.raw"
281.3522,"hs0102.raw"
277.7904,"hs0102.raw"
233.8927,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
182.5335,"hs0102.raw"
335.1742,"hs0102.raw"
276.0471,"hs0102.raw"
182.3174,"hs0102.raw"
350,"hs0102.raw"
251.1906,"hs0102.raw"
335.045,"hs0102.raw"
221.2466,"hs0102.raw"
267.7342,"hs0102.raw"
315.4675,"hs0102.raw"
276.9724,"hs0102.raw"
254.6412,"hs0102.raw"
280.7668,"hs0102.raw"
204.7144,"hs0102.raw"
336.9938,"hs0102.raw"
150.8266,"hs0102.raw"
328.622,"hs0102.raw"
243.4187,"hs0102.raw"
188.6526,"hs0102.raw"
260.7607,"hs0102.raw"
350,"hs0102.raw"
174.5566,"hs0102.raw"
292.3971,"hs0102.raw"
350,"hs0102.raw"
317.2931,"hs0102.raw"
319.8812,"hs0102.raw"
287.2921,"hs0102.raw"
291.0539,"hs0102.raw"
337.8127,"hs0102.raw"
350,"hs0102.raw"
288.067,"hs0102.raw"
335.2166,"hs0102.raw"
254.9304,"hs0102.raw"
350,"hs0102.raw"
263.3773,"hs0102.raw"
350,"hs0102.raw"
291.0539,"hs0102.raw"
313.914,"hs0102.raw"
325.6271,"hs0102.raw"
315.4675,"hs0102.raw"
271.1996,"hs0102.raw"
161.2828,"hs0102.raw"
200.8047,"hs0102.raw"
323.4297,"hs0102.raw"
350,"hs0102.raw"
350,"hs0102.raw"
271.2856,"hs0102.raw"
335.503,"hs0102.raw"
240.2072,"hs0102.raw"
335.045,"hs0102.raw"
277.7904,"hs0102.raw"
