Raw file	Scan number	Scan index	Retention time	Cycle time	Ion injection time	Base peak intensity	Total ion current	MS/MS count	Mass calibration	Peak length	Isotope pattern length	Multiplet length	Peaks / s	Single peaks / s	Isotope patterns / s	Single isotope patterns / s	Multiplets / s	Identified multiplets / s	Multiplet identification rate [%]	Intens Comp Factor	CTCD Comp	RawOvFtT	AGC Fill
hs0111	1	0	20.005	0.38624	100	690.45	9594.5	0	-2.9272	1.599	13.33	13.33	17.32	16.32	0.5188	0	0.5188	0	0	0.5512	8.896	5999.7	0.170000001788139
hs0111	2	1	20.011	0.26733	100	14106000	25593000	0	-2.9272	1.609	13.34	13.34	17.45	16.45	0.521	0	0.521	0	0	1.3125	8.896	1976656.3	0.170000001788139
hs0111	3	2	20.015	0.26745	100	13426000	24319000	0	-2.9272	1.615	13.35	13.35	17.54	16.54	0.5225	0	0.5225	0	0	1.291	8.896	1909443.4	0.00999999977648258
hs0111	4	3	20.02	0.26745	6.9	31486000	49891000	0	-2.9272	1.621	13.36	13.36	17.63	16.62	0.524	0	0.524	0	0	0.7791	8.896	447788.2	1
hs0111	5	4	20.024	0.26745	7.1	30566000	48332000	0	-2.9272	1.628	13.37	13.37	17.72	16.71	0.5256	0	0.5256	0	0	0.7789	8.896	447359	1
hs0111	6	5	20.029	0.26745	3.5	36265000	55913000	0	-2.9272	1.634	13.39	13.39	17.81	16.8	0.5271	0	0.5271	0	0	0.7098	8.896	274478.1	1
hs0111	7	6	20.033	0.26745	3.5	35536000	55080000	0	-2.9272	1.64	13.4	13.4	17.9	16.89	0.5286	0	0.5286	0	0	0.7104	8.896	276004.7	1
hs0111	8	7	20.038	0.26745	2.9	37410000	58418000	0	-2.9272	1.647	13.41	13.41	17.99	16.97	0.5302	0	0.5302	0	0	0.6998	8.896	249703	1
hs0111	9	8	20.042	0.26745	3	36911000	56434000	0	-2.9272	1.653	13.42	13.42	18.08	17.06	0.5317	0	0.5317	0	0	0.6955	8.896	242621.1	1
hs0111	10	9	20.047	0.26733	2.7	34047000	51639000	0	-2.9272	1.66	13.43	13.43	18.17	17.15	0.5332	0	0.5332	0	0	0.6778	8.896	213580.4	1
hs0111	11	10	20.051	0.26756	2.8	37418000	57586000	0	-2.9272	1.666	13.44	13.44	18.27	17.24	0.5348	0	0.5348	0	0	0.6913	8.896	235704.1	1
